X,Y,OBJECTID,joinid
-122.670510832808645,38.458012910567447,15462,e76cda76-726c-11e8-adc0-fa7ae01bbebc
-122.720683203067324,38.491193310223139,15463,e76cdc60-726c-11e8-adc0-fa7ae01bbebc
-122.720683203067324,38.491193310223139,15464,e76ce156-726c-11e8-adc0-fa7ae01bbebc
-122.745300077436582,38.459715540339971,15465,e76ce354-726c-11e8-adc0-fa7ae01bbebc
-122.693041775557447,38.476922198900411,15466,e76ce516-726c-11e8-adc0-fa7ae01bbebc
-122.632785104848665,38.468410548308213,15467,e76ce6ba-726c-11e8-adc0-fa7ae01bbebc
-122.633459280721183,38.469358366295637,15468,e76ce994-726c-11e8-adc0-fa7ae01bbebc
-122.633182336295761,38.469385274910564,15469,e76ceb9c-726c-11e8-adc0-fa7ae01bbebc
-122.631336358186331,38.469242106438116,15470,e76cede0-726c-11e8-adc0-fa7ae01bbebc
-122.631053701267263,38.469312927149929,15471,e76cef98-726c-11e8-adc0-fa7ae01bbebc
-122.631167469103389,38.468858237118013,15472,e76cf146-726c-11e8-adc0-fa7ae01bbebc
-122.629757377101214,38.468708682559679,15473,e76cf434-726c-11e8-adc0-fa7ae01bbebc
-122.628925455645231,38.46918216392578,15474,e76cf60a-726c-11e8-adc0-fa7ae01bbebc
-122.628028003289671,38.468750377827746,15475,e76cf7ae-726c-11e8-adc0-fa7ae01bbebc
-122.627571662102469,38.469355186292887,15476,e76cf9ac-726c-11e8-adc0-fa7ae01bbebc
-122.630434945216507,38.468424772884987,15477,e76cfb6e-726c-11e8-adc0-fa7ae01bbebc
-122.62761176736916,38.468816082296428,15478,e76cfd12-726c-11e8-adc0-fa7ae01bbebc
-122.629752024336426,38.469296593662932,15479,e76d0082-726c-11e8-adc0-fa7ae01bbebc
-122.631333825695492,38.468592717679826,15480,e76d0258-726c-11e8-adc0-fa7ae01bbebc
-122.633659746799822,38.469520702918146,15481,e76d0410-726c-11e8-adc0-fa7ae01bbebc
-122.627303702803601,38.46908694280819,15482,e76d05be-726c-11e8-adc0-fa7ae01bbebc
-122.629461437195516,38.469284442023422,15483,e76d0762-726c-11e8-adc0-fa7ae01bbebc
-122.629617135022727,38.468971933008334,15484,e76d0910-726c-11e8-adc0-fa7ae01bbebc
-122.630089325861661,38.468526836944022,15485,e76d0c30-726c-11e8-adc0-fa7ae01bbebc
-122.630763260715867,38.469003018074886,15486,e76d0df2-726c-11e8-adc0-fa7ae01bbebc
-122.630378417429995,38.468993171397813,15487,e76d0fa0-726c-11e8-adc0-fa7ae01bbebc
-122.699470262642478,38.489778387062984,15488,e76d118a-726c-11e8-adc0-fa7ae01bbebc
-122.723110135124614,38.474139054373893,15489,e76d13c4-726c-11e8-adc0-fa7ae01bbebc
-122.723110135124614,38.474139054373893,15490,e76d1586-726c-11e8-adc0-fa7ae01bbebc
-122.723110135124614,38.474139054373893,15491,e76d18d8-726c-11e8-adc0-fa7ae01bbebc
-122.657442832720506,38.467539437095411,15492,e76d1a90-726c-11e8-adc0-fa7ae01bbebc
-122.657683272764814,38.471248411185286,15493,e76d1c3e-726c-11e8-adc0-fa7ae01bbebc
-122.672669304644671,38.459981299897152,15494,e76d1de2-726c-11e8-adc0-fa7ae01bbebc
-122.673164564892716,38.45971342513451,15495,e76d1f90-726c-11e8-adc0-fa7ae01bbebc
-122.673582176775994,38.460371575987494,15496,e76d2170-726c-11e8-adc0-fa7ae01bbebc
-122.67374070566899,38.460569035632545,15497,e76d235a-726c-11e8-adc0-fa7ae01bbebc
-122.673070994930413,38.459850417962457,15498,e76d26c0-726c-11e8-adc0-fa7ae01bbebc
-122.673519807892774,38.460306633244556,15499,e76d2878-726c-11e8-adc0-fa7ae01bbebc
-122.67339049617442,38.459615408024717,15500,e76d2a26-726c-11e8-adc0-fa7ae01bbebc
-122.67335622301124,38.460133557817471,15501,e76d2bca-726c-11e8-adc0-fa7ae01bbebc
-122.673296296686715,38.460065409890831,15502,e76d2d78-726c-11e8-adc0-fa7ae01bbebc
-122.672733082765546,38.460053346384882,15503,e76d2f1c-726c-11e8-adc0-fa7ae01bbebc
-122.672778982364093,38.460109973996168,15504,e76d3192-726c-11e8-adc0-fa7ae01bbebc
-122.673459287116373,38.460250195390245,15505,e76d3494-726c-11e8-adc0-fa7ae01bbebc
-122.67341045482857,38.460195233323418,15506,e76d3660-726c-11e8-adc0-fa7ae01bbebc
-122.673242065768704,38.460003743378081,15507,e76d3804-726c-11e8-adc0-fa7ae01bbebc
-122.673631334618392,38.4604344745714,15508,e76d39a8-726c-11e8-adc0-fa7ae01bbebc
-122.673193541049045,38.459948548386876,15509,e76d3bc4-726c-11e8-adc0-fa7ae01bbebc
-122.67367711640577,38.460491094088752,15510,e76d3d7c-726c-11e8-adc0-fa7ae01bbebc
-122.673312852306253,38.459663955227427,15511,e76d40d8-726c-11e8-adc0-fa7ae01bbebc
-122.673079135593582,38.460479149293349,15512,e76d4312-726c-11e8-adc0-fa7ae01bbebc
-122.672836747617794,38.460190042436579,15513,e76d44f2-726c-11e8-adc0-fa7ae01bbebc
-122.67301101734455,38.460404806836436,15514,e76d470e-726c-11e8-adc0-fa7ae01bbebc
-122.67314691839556,38.460539356206368,15515,e76d4902-726c-11e8-adc0-fa7ae01bbebc
-122.66010843765423,38.470961027429553,15516,e76d4aba-726c-11e8-adc0-fa7ae01bbebc
-122.705540013760583,38.451745478571013,15517,e76d4dc6-726c-11e8-adc0-fa7ae01bbebc
-122.758238999630123,38.480701999997336,15518,e76d4fa6-726c-11e8-adc0-fa7ae01bbebc
-122.757818778813544,38.480055899160448,15519,e76d515e-726c-11e8-adc0-fa7ae01bbebc
-122.758024999653969,38.481036000111374,15520,e76d5320-726c-11e8-adc0-fa7ae01bbebc
-122.757773999770222,38.480794999789453,15521,e76d54c4-726c-11e8-adc0-fa7ae01bbebc
-122.757774999816377,38.480658999813045,15522,e76d5672-726c-11e8-adc0-fa7ae01bbebc
-122.758024999653969,38.480654999628598,15523,e76d582a-726c-11e8-adc0-fa7ae01bbebc
-122.758026999746221,38.480790999605006,15524,e76d5c4e-726c-11e8-adc0-fa7ae01bbebc
-122.76272999988953,38.473340000440714,15525,e76d5e2e-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15526,e76d618a-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15527,e76d6360-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15528,e76d6518-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15529,e76d66d0-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15530,e76d6996-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15531,e76d6b44-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15532,e76d6ce8-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15533,e76d6e8c-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15534,e76d703a-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15535,e76d7332-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15536,e76d74f4-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15537,e76d76ca-726c-11e8-adc0-fa7ae01bbebc
-122.749940000030961,38.452929999919604,15538,e76d78b4-726c-11e8-adc0-fa7ae01bbebc
-122.757365452153863,38.482789757241562,15539,e76d7a6c-726c-11e8-adc0-fa7ae01bbebc
-122.757132929740862,38.482791375121906,15540,e76d7f3a-726c-11e8-adc0-fa7ae01bbebc
-122.778427212046154,38.459558064553107,15541,e76d8a0c-726c-11e8-adc0-fa7ae01bbebc
-122.778033762248299,38.459593118327803,15542,e76d8d2c-726c-11e8-adc0-fa7ae01bbebc
-122.777738111924293,38.459597639219737,15543,e76d8eda-726c-11e8-adc0-fa7ae01bbebc
-122.777359110634393,38.459587995789434,15544,e76d9092-726c-11e8-adc0-fa7ae01bbebc
-122.740150000022425,38.448490000213383,15545,e76d9236-726c-11e8-adc0-fa7ae01bbebc
-122.776924811830554,38.459683073914789,15546,e76d93da-726c-11e8-adc0-fa7ae01bbebc
-122.776627996884542,38.459617037596274,15547,e76d957e-726c-11e8-adc0-fa7ae01bbebc
-122.776341620369465,38.459633709228342,15548,e76d97f4-726c-11e8-adc0-fa7ae01bbebc
-122.740150000022425,38.448490000213383,15549,e76d9aec-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15550,e76d9ca4-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15551,e76d9e52-726c-11e8-adc0-fa7ae01bbebc
-122.775930995319129,38.459633700235145,15552,e76da050-726c-11e8-adc0-fa7ae01bbebc
-122.775725370729219,38.459581845325943,15553,e76da212-726c-11e8-adc0-fa7ae01bbebc
-122.7751732742272,38.459587788046008,15554,e76da3c0-726c-11e8-adc0-fa7ae01bbebc
-122.774659422294462,38.459585177314125,15555,e76da866-726c-11e8-adc0-fa7ae01bbebc
-122.77488863610165,38.459395715340065,15556,e76daa50-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15557,e76dabf4-726c-11e8-adc0-fa7ae01bbebc
-122.7399499997926,38.448069999730762,15558,e76dadb6-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15559,e76dafbe-726c-11e8-adc0-fa7ae01bbebc
-122.740040000345687,38.448450000167441,15560,e76db18a-726c-11e8-adc0-fa7ae01bbebc
-122.77516010815242,38.459210508058561,15561,e76db6d0-726c-11e8-adc0-fa7ae01bbebc
-122.775440074299979,38.459103726156115,15562,e76db8c4-726c-11e8-adc0-fa7ae01bbebc
-122.775560839760885,38.458999343644848,15563,e76dba72-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15564,e76dbc2a-726c-11e8-adc0-fa7ae01bbebc
-122.77577407261532,38.458813347657895,15565,e76dbde2-726c-11e8-adc0-fa7ae01bbebc
-122.776021271964112,38.458700141898078,15566,e76dbf86-726c-11e8-adc0-fa7ae01bbebc
-122.776281516878441,38.458562954816557,15567,e76dc13e-726c-11e8-adc0-fa7ae01bbebc
-122.739909999746658,38.448080000191908,15568,e76dc454-726c-11e8-adc0-fa7ae01bbebc
-122.776482697918141,38.458410846183654,15569,e76dc63e-726c-11e8-adc0-fa7ae01bbebc
-122.770269942903496,38.457806017933422,15570,e76dc814-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15571,e76dca1c-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15572,e76dcbd4-726c-11e8-adc0-fa7ae01bbebc
-122.770609999951489,38.459559999894111,15573,e76dcd82-726c-11e8-adc0-fa7ae01bbebc
-122.740049999907512,38.448080000191908,15574,e76dcf30-726c-11e8-adc0-fa7ae01bbebc
-122.740150000022425,38.448490000213383,15575,e76dd296-726c-11e8-adc0-fa7ae01bbebc
-122.776754214935011,38.458284054365663,15576,e76dd44e-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15577,e76dd6a6-726c-11e8-adc0-fa7ae01bbebc
-122.740270000160365,38.448450000167441,15578,e76dd872-726c-11e8-adc0-fa7ae01bbebc
-122.777009678154116,38.458229210110005,15579,e76dda2a-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15580,e76ddc96-726c-11e8-adc0-fa7ae01bbebc
-122.770309999606752,38.457910000246386,15581,e76ddfde-726c-11e8-adc0-fa7ae01bbebc
-122.778387976423915,38.459376197353663,15582,e76de1aa-726c-11e8-adc0-fa7ae01bbebc
-122.778363910565986,38.45923980617215,15583,e76de358-726c-11e8-adc0-fa7ae01bbebc
-122.770270665059115,38.457829117919516,15584,e76de506-726c-11e8-adc0-fa7ae01bbebc
-122.77738527011411,38.45824538981293,15585,e76de6b4-726c-11e8-adc0-fa7ae01bbebc
-122.777705570855403,38.458249854047551,15586,e76de862-726c-11e8-adc0-fa7ae01bbebc
-122.777991238704658,38.458275905608616,15587,e76deb78-726c-11e8-adc0-fa7ae01bbebc
-122.778390482834482,38.459107245203256,15588,e76ded26-726c-11e8-adc0-fa7ae01bbebc
-122.761941602023285,38.481480810191272,15589,e76deed4-726c-11e8-adc0-fa7ae01bbebc
-122.762001931244072,38.481479955835368,15590,e76df078-726c-11e8-adc0-fa7ae01bbebc
-122.763270936704316,38.481150580934639,15591,e76df226-726c-11e8-adc0-fa7ae01bbebc
-122.762909930848593,38.481165204810395,15592,e76df3ca-726c-11e8-adc0-fa7ae01bbebc
-122.76163995412054,38.481485082870336,15593,e76df5b4-726c-11e8-adc0-fa7ae01bbebc
-122.761245563631803,38.481489253925986,15594,e76df910-726c-11e8-adc0-fa7ae01bbebc
-122.762561248402847,38.481149302098686,15595,e76dfb18-726c-11e8-adc0-fa7ae01bbebc
-122.761519294779589,38.481486791582199,15596,e76dfd70-726c-11e8-adc0-fa7ae01bbebc
-122.760529893939406,38.480017460337592,15597,e76dff8c-726c-11e8-adc0-fa7ae01bbebc
-122.761398635438638,38.481488501193439,15598,e76e013a-726c-11e8-adc0-fa7ae01bbebc
-122.762151356300024,38.48119678540337,15599,e76e02e8-726c-11e8-adc0-fa7ae01bbebc
-122.761820942682334,38.481482518903192,15600,e76e0496-726c-11e8-adc0-fa7ae01bbebc
-122.761586793395793,38.481165811852804,15601,e76e08ce-726c-11e8-adc0-fa7ae01bbebc
-122.761125871062063,38.481148764304066,15602,e76e0a86-726c-11e8-adc0-fa7ae01bbebc
-122.761760612562171,38.481483374158415,15603,e76e0c8e-726c-11e8-adc0-fa7ae01bbebc
-122.760529893939406,38.479949693723427,15604,e76e0e46-726c-11e8-adc0-fa7ae01bbebc
-122.761001420179355,38.481437516828009,15605,e76e0fea-726c-11e8-adc0-fa7ae01bbebc
-122.761338306217851,38.481489356448719,15606,e76e1198-726c-11e8-adc0-fa7ae01bbebc
-122.761489129719507,38.481487218760208,15607,e76e14b8-726c-11e8-adc0-fa7ae01bbebc
-122.761579624000433,38.481485937226296,15608,e76e167a-726c-11e8-adc0-fa7ae01bbebc
-122.761700283341384,38.481484227615056,15609,e76e1828-726c-11e8-adc0-fa7ae01bbebc
-122.761881271903121,38.481481665446552,15610,e76e19cc-726c-11e8-adc0-fa7ae01bbebc
-122.760759752560489,38.48094015306566,15611,e76e1c06-726c-11e8-adc0-fa7ae01bbebc
-122.76078049182621,38.480707345567623,15612,e76e1dfa-726c-11e8-adc0-fa7ae01bbebc
-122.760741965769057,38.480479093135671,15613,e76e2002-726c-11e8-adc0-fa7ae01bbebc
-122.760760894699501,38.480176190678719,15614,e76e2390-726c-11e8-adc0-fa7ae01bbebc
-122.760529893939406,38.479983576580821,15615,e76e2610-726c-11e8-adc0-fa7ae01bbebc
-122.76095500077264,38.467060998666227,15616,e76e27dc-726c-11e8-adc0-fa7ae01bbebc
-122.759695106344054,38.447218376826697,15617,e76e298a-726c-11e8-adc0-fa7ae01bbebc
-122.764669015562561,38.474205433334134,15618,e76e2b2e-726c-11e8-adc0-fa7ae01bbebc
-122.764678488121717,38.474205659063955,15619,e76e2cdc-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15620,e76e2e8a-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15621,e76e3196-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15622,e76e3394-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15623,e76e3664-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15624,e76e386c-726c-11e8-adc0-fa7ae01bbebc
-122.763142687984612,38.472962028874576,15625,e76e3a38-726c-11e8-adc0-fa7ae01bbebc
-122.771471775302132,38.447962593698776,15626,e76e3bf0-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15627,e76e3f7e-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15628,e76e4140-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15629,e76e42f8-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15630,e76e44b0-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15631,e76e465e-726c-11e8-adc0-fa7ae01bbebc
-122.764687958882178,38.474205883894456,15632,e76e4816-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15633,e76e49f6-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15634,e76e4d98-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15635,e76e4f6e-726c-11e8-adc0-fa7ae01bbebc
-122.764706902201738,38.474206335354154,15636,e76e511c-726c-11e8-adc0-fa7ae01bbebc
-122.764716372962198,38.474206561083975,15637,e76e52ca-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15638,e76e546e-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15639,e76e5612-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15640,e76e593c-726c-11e8-adc0-fa7ae01bbebc
-122.764697429642638,38.474206109624333,15641,e76e5b4e-726c-11e8-adc0-fa7ae01bbebc
-122.764031810819404,38.472963920148857,15642,e76e5d4c-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15643,e76e5f18-726c-11e8-adc0-fa7ae01bbebc
-122.764146579600947,38.472961311215613,15644,e76e60c6-726c-11e8-adc0-fa7ae01bbebc
-122.771409999072148,38.448209474687587,15645,e76e627e-726c-11e8-adc0-fa7ae01bbebc
-122.74611992189682,38.448658143758394,15646,e76e6422-726c-11e8-adc0-fa7ae01bbebc
-122.7460611080337,38.448668508444939,15647,e76e674c-726c-11e8-adc0-fa7ae01bbebc
-122.74585598616477,38.448601160914905,15648,e76e690e-726c-11e8-adc0-fa7ae01bbebc
-122.745495363420275,38.448458546424831,15649,e76e6ab2-726c-11e8-adc0-fa7ae01bbebc
-122.745404138889853,38.448276385147096,15650,e76e6c56-726c-11e8-adc0-fa7ae01bbebc
-122.745759874718431,38.448454403248149,15651,e76e6dfa-726c-11e8-adc0-fa7ae01bbebc
-122.745740361228627,38.448302516747788,15652,e76e6fa8-726c-11e8-adc0-fa7ae01bbebc
-122.7459733521884,38.448308365938374,15653,e76e7156-726c-11e8-adc0-fa7ae01bbebc
-122.746270970229034,38.448181951835636,15654,e76e74c6-726c-11e8-adc0-fa7ae01bbebc
-122.746270296636851,38.448132118602416,15655,e76e7692-726c-11e8-adc0-fa7ae01bbebc
-122.665059999619245,38.444901000181062,15656,e76e7836-726c-11e8-adc0-fa7ae01bbebc
-122.665091000149516,38.444878000019742,15657,e76e7a34-726c-11e8-adc0-fa7ae01bbebc
-122.712652338134887,38.429931433089223,15658,e76e7c00-726c-11e8-adc0-fa7ae01bbebc
-122.67991953286014,38.432680365606416,15659,e76e7dae-726c-11e8-adc0-fa7ae01bbebc
-122.657604836593919,38.432326575910793,15660,e76e8146-726c-11e8-adc0-fa7ae01bbebc
-122.70185856881784,38.436664445907525,15661,e76e82f4-726c-11e8-adc0-fa7ae01bbebc
-122.699460789184059,38.444867093941298,15662,e76e84ac-726c-11e8-adc0-fa7ae01bbebc
-122.692965670429317,38.443425728914292,15663,e76e8650-726c-11e8-adc0-fa7ae01bbebc
-122.698670060275049,38.415421825157182,15664,e76e87f4-726c-11e8-adc0-fa7ae01bbebc
-122.698665490819735,38.415353593593522,15665,e76e8998-726c-11e8-adc0-fa7ae01bbebc
-122.698660922263741,38.415285362929183,15666,e76e8b5a-726c-11e8-adc0-fa7ae01bbebc
-122.720144000145467,38.430291000029683,15667,e76e8e84-726c-11e8-adc0-fa7ae01bbebc
-122.719974000399759,38.430339000444576,15668,e76e9050-726c-11e8-adc0-fa7ae01bbebc
-122.720224000237408,38.430267999868363,15669,e76e91fe-726c-11e8-adc0-fa7ae01bbebc
-122.720059999869079,38.430316000283256,15670,e76e9398-726c-11e8-adc0-fa7ae01bbebc
-122.720307999614477,38.430241000421859,15671,e76e953c-726c-11e8-adc0-fa7ae01bbebc
-122.727795425818215,38.428489870211365,15672,e76e96e0-726c-11e8-adc0-fa7ae01bbebc
-122.727783793986873,38.428318335322956,15673,e76e9a46-726c-11e8-adc0-fa7ae01bbebc
-122.727417678183258,38.428395768749795,15674,e76e9c3a-726c-11e8-adc0-fa7ae01bbebc
-122.727519037173806,38.428542300686672,15675,e76e9dfc-726c-11e8-adc0-fa7ae01bbebc
-122.720752000304515,38.431242999864594,15676,e76e9fa0-726c-11e8-adc0-fa7ae01bbebc
-122.720677000443175,38.431264999979817,15677,e76ea194-726c-11e8-adc0-fa7ae01bbebc
-122.720591000074535,38.43128700009504,15678,e76ea360-726c-11e8-adc0-fa7ae01bbebc
-122.720519000351544,38.43131000025636,15679,e76ea50e-726c-11e8-adc0-fa7ae01bbebc
-122.720428999798457,38.431332000371583,15680,e76ea806-726c-11e8-adc0-fa7ae01bbebc
-122.720345000421389,38.431356999725836,15681,e76ea9be-726c-11e8-adc0-fa7ae01bbebc
-122.720161241947721,38.431254399670877,15682,e76eab62-726c-11e8-adc0-fa7ae01bbebc
-122.720154684990689,38.431239005975385,15683,e76ead1a-726c-11e8-adc0-fa7ae01bbebc
-122.720148128033657,38.431223611380631,15684,e76eaeb4-726c-11e8-adc0-fa7ae01bbebc
-122.720141571076624,38.431208216785819,15685,e76eb0a8-726c-11e8-adc0-fa7ae01bbebc
-122.720142000053215,38.430900000234885,15686,e76eb3be-726c-11e8-adc0-fa7ae01bbebc
-122.720221000099059,38.430878000119662,15687,e76eb580-726c-11e8-adc0-fa7ae01bbebc
-122.720305000375447,38.43085299986609,15688,e76eb800-726c-11e8-adc0-fa7ae01bbebc
-122.720386999660263,38.43082699956642,15689,e76eb9c2-726c-11e8-adc0-fa7ae01bbebc
-122.720468999844456,38.430803000258322,15690,e76ebb7a-726c-11e8-adc0-fa7ae01bbebc
-122.720547999890243,38.430782000189197,15691,e76ebd1e-726c-11e8-adc0-fa7ae01bbebc
-122.720693000281699,38.430823000281293,15692,e76ebee0-726c-11e8-adc0-fa7ae01bbebc
-122.720719999728146,38.430884000396361,15693,e76ec25a-726c-11e8-adc0-fa7ae01bbebc
-122.72075000021232,38.430945999658206,15694,e76ec430-726c-11e8-adc0-fa7ae01bbebc
-122.720778999751019,38.431012000003875,15695,e76ec5de-726c-11e8-adc0-fa7ae01bbebc
-122.720809000235135,38.431075000211138,15696,e76ec78c-726c-11e8-adc0-fa7ae01bbebc
-122.720839999866087,38.431143999795779,15697,e76ec93a-726c-11e8-adc0-fa7ae01bbebc
-122.467912145928779,38.294666813422737,15698,e76ecb10-726c-11e8-adc0-fa7ae01bbebc
-122.46804655860177,38.294679736680564,15699,e76ece6c-726c-11e8-adc0-fa7ae01bbebc
-122.448910544885678,38.282091499722981,15700,e76ed038-726c-11e8-adc0-fa7ae01bbebc
-122.463471749621533,38.281881558387283,15701,e76ed236-726c-11e8-adc0-fa7ae01bbebc
-122.463631590625369,38.281577380691601,15702,e76ed448-726c-11e8-adc0-fa7ae01bbebc
-122.814026958877037,38.546504778972405,15703,e76ed664-726c-11e8-adc0-fa7ae01bbebc
-122.781890610962876,38.528125719226637,15704,e76edee8-726c-11e8-adc0-fa7ae01bbebc
-122.820046897446332,38.555812379038116,15705,e76ee096-726c-11e8-adc0-fa7ae01bbebc
-122.821497723341224,38.554730153773619,15706,e76ee23a-726c-11e8-adc0-fa7ae01bbebc
-122.468281976831747,37.87266806597853,15707,e76ee3e8-726c-11e8-adc0-fa7ae01bbebc
-122.470510836805659,37.876390723253337,15708,e76ee5be-726c-11e8-adc0-fa7ae01bbebc
-122.222274734291545,37.774785299601945,15709,e76ee82a-726c-11e8-adc0-fa7ae01bbebc
-122.278790720815095,37.828031300803957,15710,e76eebb8-726c-11e8-adc0-fa7ae01bbebc
-122.188430724898012,37.784678520197588,15711,e76eed70-726c-11e8-adc0-fa7ae01bbebc
-122.197079825173773,37.754657171791109,15712,e76eef1e-726c-11e8-adc0-fa7ae01bbebc
-122.262269953595421,37.837486288961145,15713,e76ef0ea-726c-11e8-adc0-fa7ae01bbebc
-122.26506037903323,37.812609556385951,15714,e76ef2b6-726c-11e8-adc0-fa7ae01bbebc
-122.29313507742188,37.811227247139811,15715,e76ef482-726c-11e8-adc0-fa7ae01bbebc
-122.272839824098583,37.81214565190038,15716,e76ef7b6-726c-11e8-adc0-fa7ae01bbebc
-122.264897423677155,37.828353687972367,15717,e76ef978-726c-11e8-adc0-fa7ae01bbebc
-122.269723579679408,37.806553399419897,15718,e76efb26-726c-11e8-adc0-fa7ae01bbebc
-122.467554936111355,37.783737877001499,15719,e76efcc0-726c-11e8-adc0-fa7ae01bbebc
-122.26846012393554,37.79904001518463,15720,e76efe64-726c-11e8-adc0-fa7ae01bbebc
-122.268421170700435,37.794708765996802,15721,e76f0012-726c-11e8-adc0-fa7ae01bbebc
-122.265560835564088,37.80629108156819,15722,e76f01de-726c-11e8-adc0-fa7ae01bbebc
-122.266848876074732,37.805590614914991,15723,e76f0544-726c-11e8-adc0-fa7ae01bbebc
-122.27498959409445,37.794795638707797,15724,e76f071a-726c-11e8-adc0-fa7ae01bbebc
-122.262066797644536,37.818779857104801,15725,e76f08d2-726c-11e8-adc0-fa7ae01bbebc
-122.197079825173773,37.754657171791109,15726,e76f0a9e-726c-11e8-adc0-fa7ae01bbebc
-122.263256880400661,37.816855262960075,15727,e76f0c6a-726c-11e8-adc0-fa7ae01bbebc
-122.267370043992287,37.815227586284152,15728,e76f0e36-726c-11e8-adc0-fa7ae01bbebc
-122.265439999956016,37.828869999550875,15729,e76f119c-726c-11e8-adc0-fa7ae01bbebc
-122.264886501410899,37.828497502158029,15730,e76f1368-726c-11e8-adc0-fa7ae01bbebc
-122.264886501410899,37.828497502158029,15731,e76f1520-726c-11e8-adc0-fa7ae01bbebc
-122.268551631752359,37.794613029567699,15732,e76f170a-726c-11e8-adc0-fa7ae01bbebc
-122.286427776220876,37.822385429843791,15733,e76f18d6-726c-11e8-adc0-fa7ae01bbebc
-122.265294585876404,37.817749531715549,15734,e76f1a8e-726c-11e8-adc0-fa7ae01bbebc
-122.283870634022492,37.825275153025927,15735,e76f1c50-726c-11e8-adc0-fa7ae01bbebc
-122.271336345595842,37.810670216057702,15736,e76f2218-726c-11e8-adc0-fa7ae01bbebc
-122.264718019720817,37.805311109220384,15737,e76f23d0-726c-11e8-adc0-fa7ae01bbebc
-122.26346782987639,37.816892496691423,15738,e76f2574-726c-11e8-adc0-fa7ae01bbebc
-122.263030987789818,37.834352214583078,15739,e76f2722-726c-11e8-adc0-fa7ae01bbebc
-122.256328303708244,37.828191121123382,15740,e76f290c-726c-11e8-adc0-fa7ae01bbebc
-122.283870634022492,37.825275153025927,15741,e76f2df8-726c-11e8-adc0-fa7ae01bbebc
-122.276425591068119,37.800649090283343,15742,e76f301e-726c-11e8-adc0-fa7ae01bbebc
-122.273339265294851,37.813721300097995,15743,e76f31e0-726c-11e8-adc0-fa7ae01bbebc
-122.258139999661239,37.828420000382778,15744,e76f3398-726c-11e8-adc0-fa7ae01bbebc
-122.258018766552823,37.828115202154891,15745,e76f353c-726c-11e8-adc0-fa7ae01bbebc
-122.249812031100305,37.809250018373689,15746,e76f3776-726c-11e8-adc0-fa7ae01bbebc
-122.263777776722975,37.82907322385023,15747,e76f3a32-726c-11e8-adc0-fa7ae01bbebc
-122.273044196832188,37.795582699282193,15748,e76f3d8e-726c-11e8-adc0-fa7ae01bbebc
