X,Y,OBJECTID,joinid
-122.087280598320945,37.656192231086663,6089,ALAM0002010
-122.087234624977953,37.65627235978161,6090,ALAM0002011
-122.08664625791846,37.656187320788263,6091,ALAM0002012
-122.086749315728298,37.656222101169078,6092,ALAM0002013
-122.086852372638873,37.656256880650574,6093,ALAM0002014
-122.086959929756915,37.656291697004292,6094,ALAM0002015
-122.087190899040706,37.656352505563746,6095,ALAM0002016
-122.087140360738999,37.656437965439807,6096,ALAM0002017
-122.01072007417207,37.650722033694933,6097,ALAM0002018
-122.010874876274499,37.651035730714455,6098,ALAM0002019
-122.010792929150341,37.650882420587266,6099,ALAM0002020
-122.011327567113483,37.650824900848534,6100,ALAM0002021
-122.116323445670446,37.649792226430179,6101,ALAM0002022
-122.11649447334122,37.649786352058527,6102,ALAM0002023
-122.116163196374373,37.649469216930868,6103,ALAM0002024
-122.116675409742356,37.649703645007264,6104,ALAM0002025
-122.116676345936582,37.649814543106743,6105,ALAM0002026
-122.116948591404309,37.649809426863612,6106,ALAM0002027
-122.116943178384929,37.64969670763702,6107,ALAM0002028
-122.116172959414484,37.649657685154125,6108,ALAM0002029
-122.116445981896504,37.64965019110349,6109,ALAM0002030
-122.116444027669729,37.649561940631088,6110,ALAM0002031
-122.093554116928942,37.667623844564844,6111,ALAM0002032
-122.093513628551079,37.667351706116392,6112,ALAM0002033
-122.008450482104024,37.649028060796411,6113,ALAM0002034
-122.00806262698859,37.649099918426543,6114,ALAM0002035
-122.007361600957097,37.649040365320673,6115,ALAM0002036
-122.010959757886496,37.651193833328819,6116,ALAM0002037
-122.011503489794165,37.651129235026247,6117,ALAM0002038
-122.01142151029444,37.65097830990112,6118,ALAM0002039
-122.11718244481392,37.650387091091432,6119,ALAM0002040
-122.117186075377049,37.650460448790739,6120,ALAM0002041
-122.117458321744095,37.650455331648288,6121,ALAM0002042
-122.117459211173639,37.650380220271018,6122,ALAM0002043
-122.117457766862401,37.650312244114843,6123,ALAM0002044
-122.117454219936292,37.650231732308669,6124,ALAM0002045
-122.117453113770125,37.650135143322245,6125,ALAM0002046
-122.094245020191522,37.667648262057696,6126,ALAM0002047
-122.094421175796583,37.667470761066795,6127,ALAM0002048
-122.093988943634827,37.667243276655938,6128,ALAM0002049
-122.094032981636758,37.667322309976669,6129,ALAM0002050
-122.094085991275449,37.667403799345891,6130,ALAM0002051
-122.010477238333863,37.651372606860377,6131,ALAM0002052
-122.010008435241048,37.650085694998893,6132,ALAM0002053
-122.009897862696164,37.649829602254385,6133,ALAM0002054
-121.765356308247021,37.678018962405247,6134,ALAM0002055
-121.761847021422852,37.676822400033814,6135,ALAM0002056
-121.761701457156505,37.676865857973041,6136,ALAM0002057
-121.776113701785903,37.674933963131934,6137,ALAM0002058
-121.777041143833685,37.688246183114927,6138,ALAM0002059
-121.777671813203597,37.688170580707776,6139,ALAM0002060
-121.77750794143833,37.684759116739883,6140,ALAM0002061
-121.775008775834294,37.684353785998496,6141,ALAM0002062
-121.763788858269152,37.685505726707959,6142,ALAM0002063
-121.763694699250948,37.685542212203359,6143,ALAM0002064
-121.763603407271376,37.685578381137418,6144,ALAM0002065
-121.763534036266719,37.685096224011602,6145,ALAM0002066
-121.763443147183466,37.685123114640078,6146,ALAM0002067
-121.763357439993854,37.685148689560435,6147,ALAM0002068
-121.763751769328678,37.684972819040411,6148,ALAM0002069
-121.763705036957845,37.684847444553952,6149,ALAM0002070
-121.763496724294384,37.684889856581663,6150,ALAM0002071
-121.763404548281244,37.6849154306027,6151,ALAM0002072
-121.763318841091632,37.684941070274249,6152,ALAM0002073
-121.763233134801283,37.684966706348462,6153,ALAM0002074
-121.763146122695389,37.684990154372201,6154,ALAM0002075
-121.763059786879637,37.685013591604047,6155,ALAM0002076
-121.762973613841154,37.685038522609773,6156,ALAM0002077
-121.762887874275918,37.685064129006378,6157,ALAM0002078
-121.762802167086306,37.685089768677926,6158,ALAM0002079
-121.762716459896694,37.685115409248795,6159,ALAM0002080
-121.762630753606345,37.685141048021023,6160,ALAM0002081
-121.762507449359248,37.685177934614046,6161,ALAM0002082
-121.762416485632286,37.685205147199838,6162,ALAM0002083
-121.762330779341937,37.685230785972067,6163,ALAM0002084
-121.762245072152325,37.685256425643558,6164,ALAM0002085
-121.762159364962713,37.685282064415787,6165,ALAM0002086
-121.762073657773044,37.685307704087336,6166,ALAM0002087
-121.76198795597935,37.685333239437512,6167,ALAM0002088
-121.7625939200733,37.685370169197995,6168,ALAM0002089
-121.762444403286565,37.685420826210191,6169,ALAM0002090
-121.762330603974135,37.685459524037867,6170,ALAM0002091
-121.762246341095704,37.685488177337561,6171,ALAM0002092
-121.762162077317953,37.685516830637255,6172,ALAM0002093
-121.76207323958829,37.685544506373901,6173,ALAM0002094
-121.763850239696751,37.685488301444025,6174,ALAM0002095
-121.763714464550844,37.685294481355299,6175,ALAM0002096
-121.763598790152002,37.685088985368452,6176,ALAM0002097
-121.763592575836697,37.684854936805948,6177,ALAM0002098
-121.762822832607583,37.685293867118332,6178,ALAM0002099
-121.76257172930184,37.685158706209393,6179,ALAM0002100
-121.761926215722269,37.685354452645925,6180,ALAM0002101
-121.762027792348704,37.685600259844193,6181,ALAM0002102
-121.762845733843506,37.685194368825137,6182,ALAM0002103
-121.762032102799253,37.68567826703844,6183,ALAM0002104
-121.762069882419098,37.685749092246851,6184,ALAM0002105
-121.762104365124344,37.685817081892878,6185,ALAM0002106
-121.762126828390365,37.685887470930084,6186,ALAM0002107
-121.762214307244449,37.685956279858488,6187,ALAM0002108
-121.762130298874183,37.686046411712596,6188,ALAM0002109
-121.761996954595759,37.68603364133952,6189,ALAM0002110
-121.761907624037576,37.686056041653046,6190,ALAM0002111
-121.761817057810958,37.686067790396237,6191,ALAM0002112
-121.761726586013083,37.686079069693392,6192,ALAM0002113
-121.761636113315944,37.68609034899049,6193,ALAM0002114
-121.761545639719486,37.686101628287588,6194,ALAM0002115
-121.761455167022291,37.686112907584686,6195,ALAM0002116
-121.761364694325152,37.686124186881784,6196,ALAM0002117
-121.761274221628014,37.686135465279563,6197,ALAM0002118
-121.761183749830138,37.686146744576661,6198,ALAM0002119
-121.76109327623368,37.686158023873759,6199,ALAM0002120
-121.761002804435861,37.686169302271537,6200,ALAM0002121
-121.760912330839346,37.686180580669316,6201,ALAM0002122
-121.760821859041528,37.686191859067094,6202,ALAM0002123
-121.760731385445069,37.686203138364192,6203,ALAM0002124
-121.760624679085652,37.686208974964302,6204,ALAM0002125
-121.760521353277795,37.686005069878149,6205,ALAM0002126
-121.761757047849471,37.685621543199716,6206,ALAM0002127
-121.761671339760483,37.685647181072625,6207,ALAM0002128
-121.761585632570871,37.685672820744117,6208,ALAM0002129
-121.761328508303961,37.685749737060746,6209,ALAM0002130
-121.761553938663326,37.685886069786363,6210,ALAM0002131
-121.761734883158283,37.685863512990807,6211,ALAM0002132
-121.742864009366485,37.679286823927839,6212,ALAM0002133
-121.752374899382062,37.684529481150662,6213,ALAM0002134
-121.738628689062693,37.704751678946877,6214,ALAM0002135
-121.738490126917782,37.70479444800543,6215,ALAM0002136
-121.739106275833933,37.704823633703768,6216,ALAM0002137
-121.737999857907084,37.705089116269733,6217,ALAM0002138
-121.7386042293017,37.704950258247891,6218,ALAM0002139
-121.738348414447728,37.705207944590995,6219,ALAM0002140
-121.738882061358026,37.705898603237983,6220,ALAM0002141
-121.757747324279535,37.688663105218211,6221,ALAM0002142
-121.754270654966717,37.690563495908634,6222,ALAM0002143
-121.755004731982751,37.690201629401713,6223,ALAM0002144
-121.754207482089612,37.690732606224856,6224,ALAM0002145
-121.755027402992198,37.690691187948005,6225,ALAM0002146
-121.755126517274903,37.690416808389045,6226,ALAM0002147
-121.753936968716118,37.69057951373361,6227,ALAM0002148
-121.754733551312313,37.69069694900503,6228,ALAM0002149
-121.754005652638739,37.690689258902239,6229,ALAM0002150
-121.754530256865849,37.690538200677452,6230,ALAM0002151
-121.754544074949081,37.690702776611886,6231,ALAM0002152
-121.753640285970391,37.690734957951975,6232,ALAM0002153
-121.75479662796198,37.690552981934616,6233,ALAM0002154
-121.754859972609609,37.690392945777887,6234,ALAM0002155
-121.754596852562656,37.690406237757713,6235,ALAM0002156
-121.804932415598444,37.66303250514602,6236,ALAM0002157
-121.804943410709825,37.662769046054677,6237,ALAM0002158
-121.804955517383178,37.662494117009942,6238,ALAM0002159
-121.804866992617576,37.662232364831823,6239,ALAM0002160
-121.804456634665939,37.662184468738303,6240,ALAM0002161
-121.80414620218545,37.662178674406334,6241,ALAM0002162
-121.80385967368494,37.662176419805974,6242,ALAM0002163
-121.803507527050726,37.662199912795813,6243,ALAM0002164
-121.803551350114674,37.662652809579527,6244,ALAM0002165
-121.803839975834194,37.662673500281869,6245,ALAM0002166
-121.804113563989745,37.662671772684234,6246,ALAM0002167
-121.804394156065428,37.662603211069381,6247,ALAM0002168
-121.804395335076606,37.662745548568239,6248,ALAM0002169
-121.804394540075918,37.662884634118598,6249,ALAM0002170
-121.804384521628322,37.663026294427993,6250,ALAM0002171
-121.804112974933787,37.662957854221645,6251,ALAM0002172
-121.803837748213482,37.662957496291483,6252,ALAM0002173
-121.803562516097202,37.662957136562682,6253,ALAM0002174
-121.794101706628453,37.674860975054003,6254,ALAM0002175
-121.746658793168763,37.710858226725861,6255,ALAM0002176
-121.746640578300003,37.710697028645029,6256,ALAM0002177
-121.746603201576477,37.7105394332483,6257,ALAM0002178
-121.746547309610605,37.710385019652961,6258,ALAM0002179
-121.746471651445518,37.710207186812283,6259,ALAM0002180
-121.746299431273712,37.710049490691517,6260,ALAM0002181
-121.745972714768925,37.710063574974072,6261,ALAM0002182
-121.745769780051262,37.71009465194669,6262,ALAM0002183
-121.745586365118641,37.710113513427928,6263,ALAM0002184
-121.745668620710262,37.710564024310315,6264,ALAM0002185
-121.745857178865663,37.710544634927032,6265,ALAM0002186
-121.746065824278332,37.710530881594934,6266,ALAM0002187
-121.745937072837592,37.710758216718375,6267,ALAM0002188
-121.745935817384009,37.710911410832978,6268,ALAM0002189
-121.74593993987628,37.711065388257111,6269,ALAM0002190
-121.745939554067149,37.711242305587973,6270,ALAM0002191
-121.747116083140668,37.689096161158943,6271,ALAM0002192
-121.746923096723492,37.689173726786123,6272,ALAM0002193
-121.746554902586638,37.689323115869172,6273,ALAM0002194
-121.745838225653586,37.68890724777134,6274,ALAM0002195
-121.74563455798841,37.688980067676027,6275,ALAM0002196
-121.745446280421447,37.689049113126146,6276,ALAM0002197
-121.745263388894273,37.689114796910417,6277,ALAM0002198
-121.745075397311723,37.689188024208022,6278,ALAM0002199
-121.744294108586189,37.689488579434453,6279,ALAM0002200
-121.744586917052573,37.689678311205171,6280,ALAM0002201
-121.744838861224423,37.689590182141217,6281,ALAM0002202
-121.745039811138327,37.689509669435722,6282,ALAM0002203
-121.745219064907872,37.689436629197132,6283,ALAM0002204
-121.745409458579616,37.689364624977486,6284,ALAM0002205
-121.745598934043528,37.689295607406393,6285,ALAM0002206
-121.745787211610491,37.689226561956332,6286,ALAM0002207
-121.745981239442585,37.689153533408899,6287,ALAM0002208
-121.746245022289941,37.689677287776647,6288,ALAM0002209
-121.746140111876628,37.689522529740998,6289,ALAM0002210
-121.745921947140118,37.689647840375585,6290,ALAM0002211
-121.745905451775172,37.689962671440185,6291,ALAM0002212
-121.746082057940612,37.689890265223596,6292,ALAM0002213
-121.746343579892255,37.68983232460215,6293,ALAM0002214
-121.746859897766058,37.689722256576943,6294,ALAM0002215
-121.732672097838986,37.680869947290262,6295,ALAM0002216
-121.731025157684826,37.728428387660017,6296,ALAM0002217
-121.72542190379778,37.71399309520524,6297,ALAM0002218
-121.718680161260409,37.701007939764679,6298,ALAM0002219
-121.71875923864792,37.701130039819532,6299,ALAM0002220
-121.718822952017604,37.701258423437537,6300,ALAM0002221
-121.718638544233386,37.70133382169854,6301,ALAM0002222
-121.71854409743213,37.70121800430752,6302,ALAM0002223
-121.718465019145299,37.701095904252611,6303,ALAM0002224
-121.718300588001682,37.701163134870853,6304,ALAM0002225
-121.718379667187833,37.701285234925706,6305,ALAM0002226
-121.718443377859558,37.701413617644391,6306,ALAM0002227
-121.718237455594078,37.701497813073672,6307,ALAM0002228
-121.718143009692085,37.701381994783276,6308,ALAM0002229
-121.718063933203894,37.701259894728423,6309,ALAM0002230
-121.717888745269363,37.701331523031399,6310,ALAM0002231
-121.717967822656874,37.701453623086309,6311,ALAM0002232
-121.718031533328542,37.701582006704314,6312,ALAM0002233
-121.71781792635619,37.701669341666843,6313,ALAM0002234
-121.717723481353573,37.701553524275766,6314,ALAM0002235
-121.717644403966062,37.701431423321594,6315,ALAM0002236
-121.717461532223922,37.701506192057195,6316,ALAM0002237
-121.717540608712113,37.701628293910687,6317,ALAM0002238
-121.717604319383781,37.701756676629373,6318,ALAM0002239
-121.717398395319663,37.701840870260014,6319,ALAM0002240
-121.717303951216365,37.701725051969618,6320,ALAM0002241
-121.717224873828854,37.701602951015445,6321,ALAM0002242
-121.717049684994947,37.701674578419102,6322,ALAM0002243
-121.717128759684499,37.701796679373331,6323,ALAM0002244
-121.717192468557528,37.701925062991336,6324,ALAM0002245
-121.716986543594089,37.702009254823281,6325,ALAM0002246
-121.716892100390112,37.701893437432261,6326,ALAM0002247
-121.716813023901921,37.701771335578712,6327,ALAM0002248
-121.716906496737408,37.700729950327002,6328,ALAM0002249
-121.716840340809028,37.700629729878187,6329,ALAM0002250
-121.716787806012405,37.700514729071529,6330,ALAM0002251
-121.716968869217908,37.700437179632161,6331,ALAM0002252
-121.717055483823515,37.700541768987478,6332,ALAM0002253
-121.717121116346391,37.700643112689534,6333,ALAM0002254
-121.71727478979966,37.700580281554778,6334,ALAM0002255
-121.717209156377407,37.700478937852779,6335,ALAM0002256
-121.717152118675301,37.700360019599259,6336,ALAM0002257
-121.717335368132694,37.700282858667038,6337,ALAM0002258
-121.717424296693878,37.70039097516343,6338,ALAM0002259
-121.71748993101545,37.700492319764805,6339,ALAM0002260
-121.71764360267008,37.70042948863005,6340,ALAM0002261
-121.717577969247827,37.700328144927994,6341,ALAM0002262
-121.71751861129485,37.700205720217866,6342,ALAM0002263
-121.717702115260352,37.700129705021936,6343,ALAM0002264
-121.717793109564298,37.700240182238645,6344,ALAM0002265
-121.71785874478519,37.700341525041381,6345,ALAM0002266
-121.71801241464118,37.700278693906625,6346,ALAM0002267
-121.717946781218927,37.700177350204626,6347,ALAM0002268
-121.71788674877439,37.700055680925004,6348,ALAM0002269
-121.718072787029485,37.699983934810803,6349,ALAM0002270
-121.718161919736758,37.700089386615957,6350,ALAM0002271
-121.71822755495765,37.700190730318013,6351,ALAM0002272
-121.718126275107466,37.700489060621692,6352,ALAM0002273
-121.718178354847169,37.700567585825468,6353,ALAM0002274
-121.718225800380367,37.700640847297336,6354,ALAM0002275
-121.718273247712204,37.700714107869828,6355,ALAM0002276
-121.718320695043985,37.700787369341697,6356,ALAM0002277
-121.718370840341947,37.700866684150185,6357,ALAM0002278
-121.718117000399218,37.700971034285828,6358,ALAM0002279
-121.718065598748353,37.700891668215945,6359,ALAM0002280
-121.718018152315835,37.700818407643453,6360,ALAM0002281
-121.717970704983998,37.700745147070961,6361,ALAM0002282
-121.71792325855148,37.700671885599093,6362,ALAM0002283
-121.717871858699311,37.700592521327849,6363,ALAM0002284
-121.717647496734571,37.700684253975169,6364,ALAM0002285
-121.717698896586796,37.700763620045109,6365,ALAM0002286
-121.717746343019257,37.700836880617601,6366,ALAM0002287
-121.717793790351095,37.700910141190093,6367,ALAM0002288
-121.717841236783613,37.700983401762642,6368,ALAM0002289
-121.717892635736519,37.701062768731845,6369,ALAM0002290
-121.717637540340206,37.70116706670683,6370,ALAM0002291
-121.717586138689342,37.701087700636947,6371,ALAM0002292
-121.717538694055463,37.701014440064398,6372,ALAM0002293
-121.717491246723625,37.700941180391226,6373,ALAM0002294
-121.717443801190427,37.700867918919357,6374,ALAM0002295
-121.717392401338202,37.700788552849474,6375,ALAM0002296
-121.716591732222639,37.701861810973867,6376,ALAM0002297
-121.716670806912191,37.701983912827359,6377,ALAM0002298
-121.7167345148859,37.702112296445364,6378,ALAM0002299
-121.716528589023142,37.702196488277366,6379,ALAM0002300
-121.716434146718484,37.702080669986969,6380,ALAM0002301
-121.716355072028932,37.701958569032797,6381,ALAM0002302
-121.716179879597746,37.702030193738494,6382,ALAM0002303
-121.716258955186618,37.702152294692723,6383,ALAM0002304
-121.716322662261007,37.702280678310728,6384,ALAM0002305
-121.7159432176054,37.702126950898105,6385,ALAM0002306
-121.715768026972853,37.702198575603859,6386,ALAM0002307
-121.715847099863709,37.702320676558031,6387,ALAM0002308
-121.715610437871362,37.702417431919002,6388,ALAM0002309
-121.715356168951985,37.702366955670527,6389,ALAM0002310
-121.715435243641537,37.70248905572538,6390,ALAM0002311
-121.715498948917343,37.702617440242705,6391,ALAM0002312
-121.715293021255889,37.702701627578108,6392,ALAM0002313
-121.715198579850551,37.702585811086351,6393,ALAM0002314
-121.71511580714872,37.702462191177233,6394,ALAM0002315
-121.715005389287228,37.702605151906312,6395,ALAM0002316
-121.715040810884659,37.702801875006571,6396,ALAM0002317
-121.715074307932923,37.702168692930911,6397,ALAM0002318
-121.715204933560813,37.702115289389155,6398,ALAM0002319
-121.715327876280412,37.702065027179287,6399,ALAM0002320
-121.715450818100749,37.702014764969476,6400,ALAM0002321
-121.715578089257406,37.701960132953843,6401,ALAM0002322
-121.715498414720003,37.701833153177517,6402,ALAM0002323
-121.71536778999149,37.701886556719273,6403,ALAM0002324
-121.715244848171153,37.701936818929084,6404,ALAM0002325
-121.715121907250193,37.701987082038272,6405,ALAM0002326
-121.714993800623347,37.702041412781,6406,ALAM0002327
-121.715003519596735,37.701819278437029,6407,ALAM0002328
-121.715134145224567,37.701765874895273,6408,ALAM0002329
-121.715257087044904,37.701715612685405,6409,ALAM0002330
-121.715178012355352,37.701593509932593,6410,ALAM0002331
-121.715055072333712,37.701643772142404,6411,ALAM0002332
-121.714922865697645,37.701679638904238,6412,ALAM0002333
-121.714938039059234,37.701459715993167,6413,ALAM0002334
-121.715057972647287,37.701408147967697,6414,ALAM0002335
-121.715188595577217,37.701354745325261,6415,ALAM0002336
-121.715515664616191,37.701171316902787,6416,ALAM0002337
-121.715464119073829,37.70106013911419,6417,ALAM0002338
-121.715730812127219,37.701083357810774,6418,ALAM0002339
-121.715796442851513,37.701184703311469,6419,ALAM0002340
-121.715962444211414,37.701373190420441,6420,ALAM0002341
-121.716013843164319,37.701452555591004,6421,ALAM0002342
-121.71606128869746,37.701525817062873,6422,ALAM0002343
-121.716108733331339,37.701599079434004,6423,ALAM0002344
-121.716156178864537,37.701672340006553,6424,ALAM0002345
-121.716207577817443,37.701751706076436,6425,ALAM0002346
-121.715953155113993,37.701855163185257,6426,ALAM0002347
-121.71590107717293,37.701776636182842,6427,ALAM0002348
-121.715853630740412,37.70170337471103,6428,ALAM0002349
-121.71580618700591,37.701630114138482,6429,ALAM0002350
-121.715758742372032,37.70155685176735,6430,ALAM0002351
-121.715708598872709,37.701477534260846,6431,ALAM0002352
-121.794356573596986,37.70523176403475,6432,ALAM0002353
-121.792326506962695,37.703449920177718,6433,ALAM0002354
-121.794515069215038,37.705174961055661,6434,ALAM0002355
-122.013821499562539,37.535123855981226,6435,ALAM0002370
-122.233651189650629,37.858610138047482,6436,ALAM0002372
-122.286103114666957,37.845542440131567,6437,ALAM0002373
-122.161271852913671,37.783130801345465,6438,ALAM0002374
-122.160861179299957,37.782779712313925,6439,ALAM0002375
-122.159818702271252,37.78344039206047,6440,ALAM0002376
-122.15873892226341,37.782335333908577,6441,ALAM0002377
-122.158524065233394,37.782205024842085,6442,ALAM0002378
-122.296898084578913,37.815589738775486,6443,ALAM0002379
-122.226433086117993,37.807669384334645,6444,ALAM0002380
-122.284129657657559,37.824238563858671,6445,ALAM0002381
-122.233280079012388,37.856272158833121,6446,ALAM0002382
-122.230826997368013,37.836610957229937,6447,ALAM0002383
-122.230867483047859,37.855372730667057,6448,ALAM0002384
-122.2312193338052,37.836761368842133,6449,ALAM0002385
-122.294355069830601,37.812215013012519,6450,ALAM0002386
-122.294429895223459,37.812248847306535,6451,ALAM0002387
-122.197607168735829,37.841937851250862,6452,ALAM0002388
-122.273421091909825,37.808477468360536,6453,ALAM0002389
-122.195995402865492,37.840588069583816,6454,ALAM0002390
-122.228437624596666,37.841293709137403,6455,ALAM0002391
-122.266098566295739,37.80005984818348,6456,ALAM0002392
-122.222461119684908,37.858301323447392,6457,ALAM0002393
-122.283252467027694,37.813458733134098,6458,ALAM0002394
-122.230726464854456,37.836736688747237,6459,ALAM0002395
-122.231046790776759,37.836872322699605,6460,ALAM0002396
-122.232332897744982,37.7900596010698,6461,ALAM0002397
-122.189033033247881,37.836308329965505,6462,ALAM0002398
-122.229896099225584,37.791895299028852,6463,ALAM0002399
-122.264006853833223,37.813742996242354,6464,ALAM0002400
-122.200623445415658,37.846907440126301,6465,ALAM0002401
-122.205154359386142,37.845003685072072,6466,ALAM0002402
-122.232090260656946,37.79624923091734,6467,ALAM0002403
-122.191604471069468,37.823704879176887,6468,ALAM0002404
-122.250925372008282,37.801993140571028,6469,ALAM0002405
-122.297105686777968,37.803420322390025,6470,ALAM0002406
-122.181437041786012,37.807291411869187,6471,ALAM0002407
-122.205858545635351,37.802293628348309,6472,ALAM0002408
-122.205779593253567,37.802369406123262,6473,ALAM0002409
-122.23431881755937,37.813687033230053,6474,ALAM0002410
-122.215277141826618,37.774076850566246,6475,ALAM0002411
-122.234814645279641,37.772997602957048,6476,ALAM0002412
-122.256866885198576,37.837374300883312,6477,ALAM0002413
-122.247133373406427,37.830711776926989,6478,ALAM0002414
-122.247320216554726,37.83084688927255,6479,ALAM0002415
-122.247256573332152,37.830896560627821,6480,ALAM0002416
-122.2471959851066,37.83094148266332,6481,ALAM0002417
-122.247135371699983,37.830988789700939,6482,ALAM0002418
-122.247042525691995,37.83077558292689,6483,ALAM0002419
-122.246965245149909,37.830835897758504,6484,ALAM0002420
-122.252165951697293,37.835631995720064,6485,ALAM0002421
-122.261546545236854,37.83869879091651,6486,ALAM0002422
-122.25163037034531,37.836829020343089,6487,ALAM0002423
-122.256648998352546,37.83966158801195,6488,ALAM0002424
-122.270388547393509,37.809950179257442,6489,ALAM0002425
-122.235932349698146,37.845228736816807,6490,ALAM0002426
-122.232439569930193,37.860179255368394,6491,ALAM0002427
-122.276179421443089,37.839643873166267,6492,ALAM0002428
-122.276150611661365,37.839514922076035,6493,ALAM0002429
-122.216811292607019,37.823498151118827,6494,ALAM0002430
-122.216750745750289,37.823680176598941,6495,ALAM0002431
-122.220464029391394,37.831675306070565,6496,ALAM0002432
-122.231649943590014,37.860204263715843,6497,ALAM0002433
-122.20492025866298,37.84581952035461,6498,ALAM0002434
