year,zip,onebr,twobr,threebr,fourbr,onehw,twohw,threehw,fourhw,city,county
2012,94579,1460,1730,2350,2900,28.08,33.27,45.19,55.77,San Leandro,Alameda County
2012,94580,1330,1570,2130,2640,25.58,30.19,40.96,50.77,San Lorenzo,Alameda County
2012,94583,1570,1860,2520,3120,30.19,35.77,48.46,60,San Ramon,Contra Costa County
2012,94585,1270,1460,2050,2520,24.42,28.08,39.42,48.46,Suisun City,Solano County
2012,94586,1490,1770,2400,2970,28.65,34.04,46.15,57.12,Sunol,Alameda County
2012,94587,1320,1560,2120,2620,25.38,30,40.77,50.38,Union City,Alameda County
2012,94588,1710,2030,2750,3410,32.88,39.04,52.88,65.58,Pleasanton,Alameda County
2012,94589,1010,1310,1810,2060,19.42,25.19,34.81,39.62,Vallejo,Solano County
2012,94590,920,1050,1470,1810,17.69,20.19,28.27,34.81,Vallejo,Solano County
2012,94591,1170,1340,1880,2310,22.5,25.77,36.15,44.42,Vallejo,Solano County
2012,94592,1070,1230,1720,2120,20.58,23.65,33.08,40.77,Vallejo,Solano County
2012,94595,1370,1620,2200,2720,26.35,31.15,42.31,52.31,Walnut Creek,Contra Costa County
2012,94596,1260,1490,2020,2500,24.23,28.65,38.85,48.08,Walnut Creek,Contra Costa County
2012,94598,1490,1760,2390,2960,28.65,33.85,45.96,56.92,Walnut Creek,Contra Costa County
2012,94601,940,1110,1510,1860,18.08,21.35,29.04,35.77,Oakland,Alameda County
2012,94602,1090,1290,1750,2170,20.96,24.81,33.65,41.73,Oakland,Alameda County
2012,94603,1140,1350,1830,2270,21.92,25.96,35.19,43.65,Oakland,Alameda County
2012,94605,1130,1340,1820,2250,21.73,25.77,35,43.27,Oakland,Alameda County
2012,94606,980,1160,1570,1950,18.85,22.31,30.19,37.5,Oakland,Alameda County
2012,94607,990,1170,1590,1960,19.04,22.5,30.58,37.69,Oakland,Alameda County
2012,94608,1270,1510,2050,2540,24.42,29.04,39.42,48.85,Emeryville,Alameda County
2012,94609,1000,1190,1610,2000,19.23,22.88,30.96,38.46,Oakland,Alameda County
2012,94610,1140,1350,1830,2270,21.92,25.96,35.19,43.65,Oakland,Alameda County
2012,94611,1110,1310,1780,2200,21.35,25.19,34.23,42.31,Oakland,Alameda County
2012,94612,870,1030,1400,1730,16.73,19.81,26.92,33.27,Oakland,Alameda County
2012,94613,1210,1430,1940,2400,23.27,27.5,37.31,46.15,Oakland,Alameda County
2012,94618,1430,1690,2290,2840,27.5,32.5,44.04,54.62,Oakland,Alameda County
2012,94619,1030,1220,1650,2050,19.81,23.46,31.73,39.42,Oakland,Alameda County
2012,94621,1070,1270,1720,2130,20.58,24.42,33.08,40.96,Oakland,Alameda County
2012,94702,1090,1290,1750,2170,20.96,24.81,33.65,41.73,Berkeley,Alameda County
2012,94703,1170,1390,1880,2330,22.5,26.73,36.15,44.81,Berkeley,Alameda County
2012,94704,1130,1340,1820,2250,21.73,25.77,35,43.27,Berkeley,Alameda County
2012,94705,1160,1370,1860,2300,22.31,26.35,35.77,44.23,Berkeley,Alameda County
2012,94706,1410,1670,2260,2800,27.12,32.12,43.46,53.85,Albany,Alameda County
2012,94707,1680,1990,2700,3340,32.31,38.27,51.92,64.23,Berkeley,Alameda County
2012,94708,1700,2020,2740,3390,32.69,38.85,52.69,65.19,Berkeley,Alameda County
2012,94709,1270,1510,2050,2540,24.42,29.04,39.42,48.85,Berkeley,Alameda County
2012,94710,980,1160,1570,1950,18.85,22.31,30.19,37.5,Berkeley,Alameda County
2012,94720,890,1060,1440,1780,17.12,20.38,27.69,34.23,Berkeley,Alameda County
2012,94801,1020,1210,1640,2030,19.62,23.27,31.54,39.04,Richmond,Contra Costa County
2012,94803,1310,1550,2100,2600,25.19,29.81,40.38,50,El Sobrante,Contra Costa County
2012,94804,1160,1370,1860,2300,22.31,26.35,35.77,44.23,Richmond,Contra Costa County
2012,94805,1250,1480,2010,2480,24.04,28.46,38.65,47.69,Richmond,Contra Costa County
2012,94806,1160,1370,1860,2300,22.31,26.35,35.77,44.23,San Pablo,Contra Costa County
2012,94901,1320,1560,2120,2620,25.38,30,40.77,50.38,San Rafael,Marin County
2012,94903,1660,1970,2670,3310,31.92,37.88,51.35,63.65,San Rafael,Marin County
2012,94904,1490,1760,2390,2960,28.65,33.85,45.96,56.92,Greenbrae,Marin County
2012,94920,1540,1820,2470,3060,29.62,35,47.5,58.85,Belvedere Tiburon,Marin County
2012,94925,1800,2130,2890,3580,34.62,40.96,55.58,68.85,Corte Madera,Marin County
2012,94930,1750,2070,2810,3480,33.65,39.81,54.04,66.92,Fairfax,Marin County
2012,94933,1770,2100,2850,3530,34.04,40.38,54.81,67.88,Forest Knolls,Marin County
2012,94938,1290,1530,2070,2570,24.81,29.42,39.81,49.42,Lagunitas,Marin County
2012,94939,1510,1790,2430,3010,29.04,34.42,46.73,57.88,Larkspur,Marin County
2012,94941,1640,1940,2630,3260,31.54,37.31,50.58,62.69,Mill Valley,Marin County
2012,94945,1330,1570,2130,2640,25.58,30.19,40.96,50.77,Novato,Marin County
2012,94946,1360,1610,2180,2700,26.15,30.96,41.92,51.92,Nicasio,Marin County
2012,94947,1700,2010,2730,3370,32.69,38.65,52.5,64.81,Novato,Marin County
2012,94949,1470,1740,2360,2920,28.27,33.46,45.38,56.15,Novato,Marin County
2012,94954,1070,1350,1920,2240,20.58,25.96,36.92,43.08,Petaluma,Sonoma County
2012,94960,1420,1680,2280,2820,27.31,32.31,43.85,54.23,San Anselmo,Marin County
2012,94963,1540,1820,2470,3060,29.62,35,47.5,58.85,San Geronimo,Marin County
2012,94964,1710,2030,2750,3410,32.88,39.04,52.88,65.58,San Quentin,Marin County
2012,94965,1760,2090,2830,3510,33.85,40.19,54.42,67.5,Sausalito,Marin County
2012,94970,1540,1820,2470,3060,29.62,35,47.5,58.85,Stinson Beach,Marin County
2012,94973,1540,1820,2470,3060,29.62,35,47.5,58.85,Woodacre,Marin County
2012,95002,1280,1420,2010,2490,24.62,27.31,38.65,47.88,Alviso,Santa Clara County
2012,95035,1210,1430,1940,2400,23.27,27.5,37.31,46.15,Milpitas,Santa Clara County
2012,95134,1840,2050,2900,3600,35.38,39.42,55.77,69.23,San Jose,Santa Clara County
2012,95140,1470,1630,2310,2860,28.27,31.35,44.42,55,Mount Hamilton,Santa Clara County
2012,95476,1010,1310,1810,2060,19.42,25.19,34.81,39.62,Sonoma,Sonoma County
2012,95620,1130,1300,1820,2250,21.73,25,35,43.27,Dixon,Solano County
2013,94002,1260,1560,2140,2560,24.23,30,41.15,49.23,Belmont,San Mateo County
2013,94005,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Brisbane,San Mateo County
2013,94010,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Burlingame,San Mateo County
2013,94014,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Daly City,San Mateo County
2013,94015,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Daly City,San Mateo County
2013,94019,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Half Moon Bay,San Mateo County
2013,94022,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Los Altos,Santa Clara County
2013,94024,1710,2180,3070,3750,32.88,41.92,59.04,72.12,Los Altos,Santa Clara County
2013,94025,1550,1910,2620,3140,29.81,36.73,50.38,60.38,Menlo Park,San Mateo County
2013,94027,1300,1610,2200,2640,25,30.96,42.31,50.77,Atherton,San Mateo County
2013,94028,1300,1610,2200,2640,25,30.96,42.31,50.77,Portola Valley,San Mateo County
2013,94030,1300,1600,2190,2630,25,30.77,42.12,50.58,Millbrae,San Mateo County
2013,94035,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Mountain View,Santa Clara County
2013,94038,1300,1610,2200,2640,25,30.96,42.31,50.77,Moss Beach,San Mateo County
2013,94040,1250,1600,2260,2750,24.04,30.77,43.46,52.88,Mountain View,Santa Clara County
2013,94043,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Mountain View,Santa Clara County
2013,94044,1420,1750,2400,2870,27.31,33.65,46.15,55.19,Pacifica,San Mateo County
2013,94061,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Redwood City,San Mateo County
2013,94062,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Redwood City,San Mateo County
2013,94063,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Redwood City,San Mateo County
2013,94065,1300,1610,2200,2640,25,30.96,42.31,50.77,Redwood City,San Mateo County
2013,94066,1300,1600,2190,2630,25,30.77,42.12,50.58,San Bruno,San Mateo County
2013,94070,1300,1600,2190,2630,25,30.77,42.12,50.58,San Carlos,San Mateo County
2013,94080,1300,1610,2200,2640,25,30.96,42.31,50.77,South San Francisco,San Mateo County
2013,94085,1310,1670,2360,2880,25.19,32.12,45.38,55.38,Sunnyvale,Santa Clara County
2013,94086,1250,1600,2260,2750,24.04,30.77,43.46,52.88,Sunnyvale,Santa Clara County
2013,94087,1280,1630,2300,2810,24.62,31.35,44.23,54.04,Sunnyvale,Santa Clara County
2013,94089,1440,1840,2590,3170,27.69,35.38,49.81,60.96,Sunnyvale,Santa Clara County
2013,94102,850,1050,1440,1720,16.35,20.19,27.69,33.08,San Francisco,San Francisco County
2013,94103,1020,1260,1730,2070,19.62,24.23,33.27,39.81,San Francisco,San Francisco County
2013,94104,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94105,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94107,1760,2170,2970,3560,33.85,41.73,57.12,68.46,San Francisco,San Francisco County
2013,94108,910,1120,1530,1840,17.5,21.54,29.42,35.38,San Francisco,San Francisco County
2013,94109,1090,1340,1830,2200,20.96,25.77,35.19,42.31,San Francisco,San Francisco County
2013,94110,1190,1470,2010,2410,22.88,28.27,38.65,46.35,San Francisco,San Francisco County
2013,94111,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94112,1200,1480,2030,2430,23.08,28.46,39.04,46.73,San Francisco,San Francisco County
2013,94114,1470,1820,2490,2990,28.27,35,47.88,57.5,San Francisco,San Francisco County
2013,94115,1370,1690,2310,2780,26.35,32.5,44.42,53.46,San Francisco,San Francisco County
2013,94116,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Francisco,San Francisco County
2013,94117,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Francisco,San Francisco County
2013,94118,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Francisco,San Francisco County
2013,94121,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Francisco,San Francisco County
2013,94122,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2013,94123,1560,1930,2640,3170,30,37.12,50.77,60.96,San Francisco,San Francisco County
2013,94124,1030,1270,1740,2090,19.81,24.42,33.46,40.19,San Francisco,San Francisco County
2013,94127,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94128,1300,1610,2200,2640,25,30.96,42.31,50.77,San Francisco,San Mateo County
2013,94129,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94130,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94131,1350,1670,2290,2740,25.96,32.12,44.04,52.69,San Francisco,San Francisco County
2013,94132,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Francisco,San Francisco County
2013,94133,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2013,94134,1160,1430,1960,2350,22.31,27.5,37.69,45.19,San Francisco,San Francisco County
2013,94301,1500,1910,2690,3290,28.85,36.73,51.73,63.27,Palo Alto,Santa Clara County
2013,94303,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Palo Alto,San Mateo County
2013,94304,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Palo Alto,Santa Clara County
2013,94305,1080,1380,1950,2380,20.77,26.54,37.5,45.77,Stanford,Santa Clara County
2013,94306,1380,1760,2480,3030,26.54,33.85,47.69,58.27,Palo Alto,Santa Clara County
2013,94401,1280,1580,2160,2590,24.62,30.38,41.54,49.81,San Mateo,San Mateo County
2013,94402,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Mateo,San Mateo County
2013,94403,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Mateo,San Mateo County
2013,94404,1720,2120,2900,3480,33.08,40.77,55.77,66.92,San Mateo,San Mateo County
2013,94501,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Alameda,Alameda County
2013,94502,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Alameda,Alameda County
2013,94503,1130,1510,2150,2120,21.73,29.04,41.35,40.77,American Canyon,Napa County
2013,94506,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Danville,Contra Costa County
2013,94507,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Alamo,Contra Costa County
2013,94509,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Antioch,Contra Costa County
2013,94510,960,1200,1770,2100,18.46,23.08,34.04,40.38,Benicia,Solano County
2013,94512,930,1170,1720,2050,17.88,22.5,33.08,39.42,Birds Landing,Solano County
2013,94513,1480,1830,2510,3010,28.46,35.19,48.27,57.88,Brentwood,Contra Costa County
2013,94514,1190,1470,2010,2410,22.88,28.27,38.65,46.35,Byron,Contra Costa County
2013,94517,1540,1900,2600,3120,29.62,36.54,50,60,Clayton,Contra Costa County
2013,94518,1220,1510,2070,2480,23.46,29.04,39.81,47.69,Concord,Contra Costa County
2013,94519,1180,1460,2000,2400,22.69,28.08,38.46,46.15,Concord,Contra Costa County
2013,94520,1000,1230,1680,2020,19.23,23.65,32.31,38.85,Concord,Contra Costa County
2013,94521,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Concord,Contra Costa County
2013,94523,1270,1570,2150,2580,24.42,30.19,41.35,49.62,Pleasant Hill,Contra Costa County
2013,94525,850,1050,1440,1720,16.35,20.19,27.69,33.08,Crockett,Contra Costa County
2013,94526,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Danville,Contra Costa County
2013,94528,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Diablo,Contra Costa County
2013,94530,1200,1480,2030,2430,23.08,28.46,39.04,46.73,El Cerrito,Contra Costa County
2013,94531,1600,1970,2700,3240,30.77,37.88,51.92,62.31,Antioch,Contra Costa County
2013,94533,850,1070,1580,1870,16.35,20.58,30.38,35.96,Fairfield,Solano County
2013,94535,1400,1750,2580,3070,26.92,33.65,49.62,59.04,Travis Afb,Solano County
2013,94536,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Fremont,Alameda County
2013,94538,1320,1630,2230,2680,25.38,31.35,42.88,51.54,Fremont,Alameda County
2013,94539,1550,1910,2620,3140,29.81,36.73,50.38,60.38,Fremont,Alameda County
2013,94541,1040,1290,1770,2120,20,24.81,34.04,40.77,Hayward,Alameda County
2013,94542,1230,1520,2080,2500,23.65,29.23,40,48.08,Hayward,Alameda County
2013,94544,1100,1360,1860,2230,21.15,26.15,35.77,42.88,Hayward,Alameda County
2013,94545,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Hayward,Alameda County
2013,94546,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Castro Valley,Alameda County
2013,94547,1390,1710,2340,2810,26.73,32.88,45,54.04,Hercules,Contra Costa County
2013,94549,1340,1650,2260,2710,25.77,31.73,43.46,52.12,Lafayette,Contra Costa County
2013,94550,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Livermore,Alameda County
2013,94552,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Castro Valley,Alameda County
2013,94553,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Martinez,Contra Costa County
2013,94555,1430,1760,2410,2890,27.5,33.85,46.35,55.58,Fremont,Alameda County
2013,94556,1500,1850,2530,3040,28.85,35.58,48.65,58.46,Moraga,Contra Costa County
2013,94558,1000,1340,1910,1880,19.23,25.77,36.73,36.15,Napa,Napa County
2013,94559,900,1200,1710,1680,17.31,23.08,32.88,32.31,Napa,Napa County
2013,94560,1260,1560,2140,2560,24.23,30,41.15,49.23,Newark,Alameda County
2013,94561,1380,1700,2330,2790,26.54,32.69,44.81,53.65,Oakley,Contra Costa County
2013,94563,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Orinda,Contra Costa County
2013,94564,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Pinole,Contra Costa County
2013,94565,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Pittsburg,Contra Costa County
2013,94566,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Pleasanton,Alameda County
2013,94568,1540,1900,2600,3120,29.62,36.54,50,60,Dublin,Alameda County
2013,94569,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Port Costa,Contra Costa County
2013,94571,780,980,1440,1740,15,18.85,27.69,33.46,Rio Vista,Solano County
2013,94572,890,1100,1510,1810,17.12,21.15,29.04,34.81,Rodeo,Contra Costa County
2013,94577,1000,1230,1680,2020,19.23,23.65,32.31,38.85,San Leandro,Alameda County
2013,94578,990,1220,1670,2000,19.04,23.46,32.12,38.46,San Leandro,Alameda County
2013,94579,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Leandro,Alameda County
2013,94580,1120,1380,1890,2270,21.54,26.54,36.35,43.65,San Lorenzo,Alameda County
2013,94583,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Ramon,Contra Costa County
2013,94585,1060,1330,1960,2330,20.38,25.58,37.69,44.81,Suisun City,Solano County
2013,94586,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Sunol,Alameda County
2013,94587,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Union City,Alameda County
2013,94588,1510,1860,2550,3050,29.04,35.77,49.04,58.65,Pleasanton,Alameda County
2013,94589,970,1300,1850,1820,18.65,25,35.58,35,Vallejo,Solano County
2013,94590,780,980,1440,1720,15,18.85,27.69,33.08,Vallejo,Solano County
2013,94591,1040,1300,1920,2280,20,25,36.92,43.85,Vallejo,Solano County
2013,94592,930,1170,1720,2050,17.88,22.5,33.08,39.42,Vallejo,Solano County
2013,94595,1230,1520,2080,2500,23.65,29.23,40,48.08,Walnut Creek,Contra Costa County
2013,94596,1160,1430,1960,2350,22.31,27.5,37.69,45.19,Walnut Creek,Contra Costa County
2013,94598,1400,1730,2370,2840,26.92,33.27,45.58,54.62,Walnut Creek,Contra Costa County
2013,94601,830,1020,1400,1680,15.96,19.62,26.92,32.31,Oakland,Alameda County
2013,94602,960,1190,1630,1950,18.46,22.88,31.35,37.5,Oakland,Alameda County
2013,94603,1020,1260,1730,2070,19.62,24.23,33.27,39.81,Oakland,Alameda County
2013,94605,1010,1250,1710,2050,19.42,24.04,32.88,39.42,Oakland,Alameda County
2013,94606,870,1080,1480,1770,16.73,20.77,28.46,34.04,Oakland,Alameda County
2013,94607,900,1110,1520,1820,17.31,21.35,29.23,35,Oakland,Alameda County
2013,94608,1130,1390,1900,2280,21.73,26.73,36.54,43.85,Emeryville,Alameda County
2013,94609,940,1160,1590,1910,18.08,22.31,30.58,36.73,Oakland,Alameda County
2013,94610,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Oakland,Alameda County
2013,94611,990,1220,1670,2000,19.04,23.46,32.12,38.46,Oakland,Alameda County
2013,94612,800,990,1360,1630,15.38,19.04,26.15,31.35,Oakland,Alameda County
2013,94613,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Oakland,Alameda County
2013,94618,1390,1710,2340,2810,26.73,32.88,45,54.04,Oakland,Alameda County
2013,94619,960,1180,1620,1940,18.46,22.69,31.15,37.31,Oakland,Alameda County
2013,94621,970,1200,1640,1970,18.65,23.08,31.54,37.88,Oakland,Alameda County
2013,94702,990,1220,1670,2000,19.04,23.46,32.12,38.46,Berkeley,Alameda County
2013,94703,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Berkeley,Alameda County
2013,94704,1070,1320,1810,2170,20.58,25.38,34.81,41.73,Berkeley,Alameda County
2013,94705,1070,1320,1810,2170,20.58,25.38,34.81,41.73,Berkeley,Alameda County
2013,94706,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Albany,Alameda County
2013,94707,1660,2050,2810,3370,31.92,39.42,54.04,64.81,Berkeley,Alameda County
2013,94708,1600,1980,2710,3250,30.77,38.08,52.12,62.5,Berkeley,Alameda County
2013,94709,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Berkeley,Alameda County
2013,94710,1000,1230,1680,2020,19.23,23.65,32.31,38.85,Berkeley,Alameda County
2013,94720,870,1080,1480,1770,16.73,20.77,28.46,34.04,Berkeley,Alameda County
2013,94801,920,1140,1560,1870,17.69,21.92,30,35.96,Richmond,Contra Costa County
2013,94803,1140,1410,1930,2320,21.92,27.12,37.12,44.62,El Sobrante,Contra Costa County
2013,94804,1050,1300,1780,2140,20.19,25,34.23,41.15,Richmond,Contra Costa County
2013,94805,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Richmond,Contra Costa County
2013,94806,1040,1280,1750,2100,20,24.62,33.65,40.38,San Pablo,Contra Costa County
2013,94901,1200,1480,2030,2430,23.08,28.46,39.04,46.73,San Rafael,Marin County
2013,94903,1540,1900,2600,3120,29.62,36.54,50,60,San Rafael,Marin County
2013,94904,1380,1700,2330,2790,26.54,32.69,44.81,53.65,Greenbrae,Marin County
2013,94920,1400,1730,2370,2840,26.92,33.27,45.58,54.62,Belvedere Tiburon,Marin County
2013,94925,1600,1970,2700,3240,30.77,37.88,51.92,62.31,Corte Madera,Marin County
2013,94930,1470,1810,2480,2970,28.27,34.81,47.69,57.12,Fairfax,Marin County
2013,94933,1640,2030,2780,3330,31.54,39.04,53.46,64.04,Forest Knolls,Marin County
2013,94938,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Lagunitas,Marin County
2013,94939,1370,1690,2310,2780,26.35,32.5,44.42,53.46,Larkspur,Marin County
2013,94941,1520,1880,2570,3090,29.23,36.15,49.42,59.42,Mill Valley,Marin County
2013,94945,1230,1520,2080,2500,23.65,29.23,40,48.08,Novato,Marin County
2013,94946,1190,1470,2010,2410,22.88,28.27,38.65,46.35,Nicasio,Marin County
2013,94947,1510,1860,2550,3050,29.04,35.77,49.04,58.65,Novato,Marin County
2013,94949,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Novato,Marin County
2013,94954,1180,1550,2280,2680,22.69,29.81,43.85,51.54,Petaluma,Sonoma County
2013,94960,1300,1600,2190,2630,25,30.77,42.12,50.58,San Anselmo,Marin County
2013,94963,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Geronimo,Marin County
2013,94964,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Quentin,Marin County
2013,94965,1690,2090,2860,3430,32.5,40.19,55,65.96,Sausalito,Marin County
2013,94970,1400,1730,2370,2840,26.92,33.27,45.58,54.62,Stinson Beach,Marin County
2013,94973,1400,1730,2370,2840,26.92,33.27,45.58,54.62,Woodacre,Marin County
2013,95002,1150,1470,2070,2530,22.12,28.27,39.81,48.65,Alviso,Santa Clara County
2013,95035,1450,1850,2610,3190,27.88,35.58,50.19,61.35,Milpitas,Santa Clara County
2013,95134,1570,2000,2820,3440,30.19,38.46,54.23,66.15,San Jose,Santa Clara County
2013,95140,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Mount Hamilton,Santa Clara County
2013,95476,970,1300,1850,1820,18.65,25,35.58,35,Sonoma,Sonoma County
2013,95620,1000,1250,1840,2190,19.23,24.04,35.38,42.12,Dixon,Solano County
2014,94002,1320,1630,2230,2680,25.38,31.35,42.88,51.54,Belmont,San Mateo County
2014,94005,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Brisbane,San Mateo County
2014,94010,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Burlingame,San Mateo County
2014,94014,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Daly City,San Mateo County
2014,94015,1340,1660,2270,2730,25.77,31.92,43.65,52.5,Daly City,San Mateo County
2014,94019,1390,1710,2340,2810,26.73,32.88,45,54.04,Half Moon Bay,San Mateo County
2014,94022,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Los Altos,Santa Clara County
2014,94024,1750,2230,3140,3840,33.65,42.88,60.38,73.85,Los Altos,Santa Clara County
2014,94025,1600,1980,2710,3250,30.77,38.08,52.12,62.5,Menlo Park,San Mateo County
2014,94027,1360,1680,2300,2760,26.15,32.31,44.23,53.08,Atherton,San Mateo County
2014,94028,1360,1680,2300,2760,26.15,32.31,44.23,53.08,Portola Valley,San Mateo County
2014,94030,1340,1660,2270,2730,25.77,31.92,43.65,52.5,Millbrae,San Mateo County
2014,94035,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Mountain View,Santa Clara County
2014,94038,1360,1680,2300,2760,26.15,32.31,44.23,53.08,Moss Beach,San Mateo County
2014,94040,1290,1640,2310,2820,24.81,31.54,44.42,54.23,Mountain View,Santa Clara County
2014,94043,1330,1690,2380,2910,25.58,32.5,45.77,55.96,Mountain View,Santa Clara County
2014,94044,1480,1830,2510,3010,28.46,35.19,48.27,57.88,Pacifica,San Mateo County
2014,94061,1340,1650,2260,2710,25.77,31.73,43.46,52.12,Redwood City,San Mateo County
2014,94062,1180,1460,2000,2400,22.69,28.08,38.46,46.15,Redwood City,San Mateo County
2014,94063,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Redwood City,San Mateo County
2014,94065,1360,1680,2300,2760,26.15,32.31,44.23,53.08,Redwood City,San Mateo County
2014,94066,1350,1670,2290,2740,25.96,32.12,44.04,52.69,San Bruno,San Mateo County
2014,94070,1350,1670,2290,2740,25.96,32.12,44.04,52.69,San Carlos,San Mateo County
2014,94080,1360,1680,2300,2760,26.15,32.31,44.23,53.08,South San Francisco,San Mateo County
2014,94085,1340,1710,2410,2940,25.77,32.88,46.35,56.54,Sunnyvale,Santa Clara County
2014,94086,1290,1640,2310,2820,24.81,31.54,44.42,54.23,Sunnyvale,Santa Clara County
2014,94087,1310,1670,2360,2880,25.19,32.12,45.38,55.38,Sunnyvale,Santa Clara County
2014,94089,1470,1880,2650,3240,28.27,36.15,50.96,62.31,Sunnyvale,Santa Clara County
2014,94102,880,1090,1490,1790,16.92,20.96,28.65,34.42,San Francisco,San Francisco County
2014,94103,1060,1310,1790,2150,20.38,25.19,34.42,41.35,San Francisco,San Francisco County
2014,94104,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94105,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94107,1830,2260,3090,3710,35.19,43.46,59.42,71.35,San Francisco,San Francisco County
2014,94108,950,1170,1600,1920,18.27,22.5,30.77,36.92,San Francisco,San Francisco County
2014,94109,1130,1400,1920,2300,21.73,26.92,36.92,44.23,San Francisco,San Francisco County
2014,94110,1240,1530,2100,2510,23.85,29.42,40.38,48.27,San Francisco,San Francisco County
2014,94111,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94112,1250,1540,2110,2530,24.04,29.62,40.58,48.65,San Francisco,San Francisco County
2014,94114,1530,1890,2590,3100,29.42,36.35,49.81,59.62,San Francisco,San Francisco County
2014,94115,1430,1760,2410,2890,27.5,33.85,46.35,55.58,San Francisco,San Francisco County
2014,94116,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Francisco,San Francisco County
2014,94117,1470,1820,2490,2990,28.27,35,47.88,57.5,San Francisco,San Francisco County
2014,94118,1340,1660,2270,2730,25.77,31.92,43.65,52.5,San Francisco,San Francisco County
2014,94121,1340,1660,2270,2730,25.77,31.92,43.65,52.5,San Francisco,San Francisco County
2014,94122,1370,1690,2310,2780,26.35,32.5,44.42,53.46,San Francisco,San Francisco County
