year,zip,onebr,twobr,threebr,fourbr,onehw,twohw,threehw,fourhw,city,county
2014,94123,1630,2010,2750,3300,31.35,38.65,52.88,63.46,San Francisco,San Francisco County
2014,94124,1070,1320,1810,2170,20.58,25.38,34.81,41.73,San Francisco,San Francisco County
2014,94127,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94128,1360,1680,2300,2760,26.15,32.31,44.23,53.08,San Francisco,San Mateo County
2014,94129,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94130,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County
2014,94131,1410,1740,2380,2860,27.12,33.46,45.77,55,San Francisco,San Francisco County
2014,94132,1520,1880,2570,3090,29.23,36.15,49.42,59.42,San Francisco,San Francisco County
2014,94133,1330,1640,2250,2690,25.58,31.54,43.27,51.73,San Francisco,San Francisco County
2014,94134,1210,1490,2040,2450,23.27,28.65,39.23,47.12,San Francisco,San Francisco County
2014,94301,1540,1960,2760,3370,29.62,37.69,53.08,64.81,Palo Alto,Santa Clara County
2014,94303,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Palo Alto,San Mateo County
2014,94304,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Palo Alto,Santa Clara County
2014,94305,1110,1420,2000,2440,21.35,27.31,38.46,46.92,Stanford,Santa Clara County
2014,94306,1410,1800,2540,3100,27.12,34.62,48.85,59.62,Palo Alto,Santa Clara County
2014,94401,1330,1640,2250,2690,25.58,31.54,43.27,51.73,San Mateo,San Mateo County
2014,94402,1380,1700,2330,2790,26.54,32.69,44.81,53.65,San Mateo,San Mateo County
2014,94403,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Mateo,San Mateo County
2014,94404,1790,2210,3030,3630,34.42,42.5,58.27,69.81,San Mateo,San Mateo County
2014,94501,1180,1460,2000,2400,22.69,28.08,38.46,46.15,Alameda,Alameda County
2014,94502,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Alameda,Alameda County
2014,94503,1230,1640,2340,2300,23.65,31.54,45,44.23,American Canyon,Napa County
2014,94506,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Danville,Contra Costa County
2014,94507,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Alamo,Contra Costa County
2014,94509,1070,1320,1810,2170,20.58,25.38,34.81,41.73,Antioch,Contra Costa County
2014,94510,960,1200,1770,2100,18.46,23.08,34.04,40.38,Benicia,Solano County
2014,94512,930,1160,1710,2030,17.88,22.31,32.88,39.04,Birds Landing,Solano County
2014,94513,1540,1900,2600,3120,29.62,36.54,50,60,Brentwood,Contra Costa County
2014,94514,1240,1530,2100,2510,23.85,29.42,40.38,48.27,Byron,Contra Costa County
2014,94517,1600,1980,2710,3250,30.77,38.08,52.12,62.5,Clayton,Contra Costa County
2014,94518,1270,1570,2150,2580,24.42,30.19,41.35,49.62,Concord,Contra Costa County
2014,94519,1230,1520,2080,2500,23.65,29.23,40,48.08,Concord,Contra Costa County
2014,94520,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Concord,Contra Costa County
2014,94521,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Concord,Contra Costa County
2014,94523,1320,1630,2230,2680,25.38,31.35,42.88,51.54,Pleasant Hill,Contra Costa County
2014,94525,880,1090,1490,1790,16.92,20.96,28.65,34.42,Crockett,Contra Costa County
2014,94526,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Danville,Contra Costa County
2014,94528,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Diablo,Contra Costa County
2014,94530,1250,1540,2110,2530,24.04,29.62,40.58,48.65,El Cerrito,Contra Costa County
2014,94531,1660,2050,2810,3370,31.92,39.42,54.04,64.81,Antioch,Contra Costa County
2014,94533,850,1070,1580,1870,16.35,20.58,30.38,35.96,Fairfield,Solano County
2014,94535,1390,1740,2560,3050,26.73,33.46,49.23,58.65,Travis Afb,Solano County
2014,94536,1300,1610,2200,2640,25,30.96,42.31,50.77,Fremont,Alameda County
2014,94538,1380,1700,2330,2790,26.54,32.69,44.81,53.65,Fremont,Alameda County
2014,94539,1600,1980,2710,3250,30.77,38.08,52.12,62.5,Fremont,Alameda County
2014,94541,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Hayward,Alameda County
2014,94542,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Hayward,Alameda County
2014,94544,1140,1410,1930,2320,21.92,27.12,37.12,44.62,Hayward,Alameda County
2014,94545,1300,1600,2190,2630,25,30.77,42.12,50.58,Hayward,Alameda County
2014,94546,1160,1430,1960,2350,22.31,27.5,37.69,45.19,Castro Valley,Alameda County
2014,94547,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Hercules,Contra Costa County
2014,94549,1390,1710,2340,2810,26.73,32.88,45,54.04,Lafayette,Contra Costa County
2014,94550,1220,1510,2070,2480,23.46,29.04,39.81,47.69,Livermore,Alameda County
2014,94552,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Castro Valley,Alameda County
2014,94553,1130,1390,1900,2280,21.73,26.73,36.54,43.85,Martinez,Contra Costa County
2014,94555,1480,1830,2510,3010,28.46,35.19,48.27,57.88,Fremont,Alameda County
2014,94556,1560,1930,2640,3170,30,37.12,50.77,60.96,Moraga,Contra Costa County
2014,94558,1090,1460,2080,2050,20.96,28.08,40,39.42,Napa,Napa County
2014,94559,980,1310,1870,1840,18.85,25.19,35.96,35.38,Napa,Napa County
2014,94560,1310,1620,2220,2660,25.19,31.15,42.69,51.15,Newark,Alameda County
2014,94561,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Oakley,Contra Costa County
2014,94563,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Orinda,Contra Costa County
2014,94564,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Pinole,Contra Costa County
2014,94565,1180,1460,2000,2400,22.69,28.08,38.46,46.15,Pittsburg,Contra Costa County
2014,94566,1390,1710,2340,2810,26.73,32.88,45,54.04,Pleasanton,Alameda County
2014,94568,1600,1980,2710,3250,30.77,38.08,52.12,62.5,Dublin,Alameda County
2014,94569,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Port Costa,Contra Costa County
2014,94571,770,970,1430,1720,14.81,18.65,27.5,33.08,Rio Vista,Solano County
2014,94572,920,1140,1560,1870,17.69,21.92,30,35.96,Rodeo,Contra Costa County
2014,94577,1040,1280,1750,2100,20,24.62,33.65,40.38,San Leandro,Alameda County
2014,94578,1030,1270,1740,2090,19.81,24.42,33.46,40.19,San Leandro,Alameda County
2014,94579,1340,1650,2260,2710,25.77,31.73,43.46,52.12,San Leandro,Alameda County
2014,94580,1160,1430,1960,2350,22.31,27.5,37.69,45.19,San Lorenzo,Alameda County
2014,94583,1470,1820,2490,2990,28.27,35,47.88,57.5,San Ramon,Contra Costa County
2014,94585,1060,1330,1960,2330,20.38,25.58,37.69,44.81,Suisun City,Solano County
2014,94586,1510,1870,2560,3070,29.04,35.96,49.23,59.04,Sunol,Alameda County
2014,94587,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Union City,Alameda County
2014,94588,1570,1940,2660,3190,30.19,37.31,51.15,61.35,Pleasanton,Alameda County
2014,94589,960,1200,1770,2100,18.46,23.08,34.04,40.38,Vallejo,Solano County
2014,94590,770,970,1430,1700,14.81,18.65,27.5,32.69,Vallejo,Solano County
2014,94591,1050,1410,2010,1980,20.19,27.12,38.65,38.08,Vallejo,Solano County
2014,94592,930,1160,1710,2030,17.88,22.31,32.88,39.04,Vallejo,Solano County
2014,94595,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Walnut Creek,Contra Costa County
2014,94596,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Walnut Creek,Contra Costa County
2014,94598,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Walnut Creek,Contra Costa County
2014,94601,860,1060,1450,1740,16.54,20.38,27.88,33.46,Oakland,Alameda County
2014,94602,1000,1240,1700,2040,19.23,23.85,32.69,39.23,Oakland,Alameda County
2014,94603,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Oakland,Alameda County
2014,94605,1050,1300,1780,2140,20.19,25,34.23,41.15,Oakland,Alameda County
2014,94606,910,1120,1530,1840,17.5,21.54,29.42,35.38,Oakland,Alameda County
2014,94607,940,1160,1590,1910,18.08,22.31,30.58,36.73,Oakland,Alameda County
2014,94608,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Emeryville,Alameda County
2014,94609,980,1210,1660,1990,18.85,23.27,31.92,38.27,Oakland,Alameda County
2014,94610,1080,1330,1820,2180,20.77,25.58,35,41.92,Oakland,Alameda County
2014,94611,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Oakland,Alameda County
2014,94612,830,1030,1410,1690,15.96,19.81,27.12,32.5,Oakland,Alameda County
2014,94613,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Oakland,Alameda County
2014,94618,1440,1780,2440,2920,27.69,34.23,46.92,56.15,Oakland,Alameda County
2014,94619,1000,1230,1680,2020,19.23,23.65,32.31,38.85,Oakland,Alameda County
2014,94621,1000,1240,1700,2040,19.23,23.85,32.69,39.23,Oakland,Alameda County
2014,94702,1020,1260,1730,2070,19.62,24.23,33.27,39.81,Berkeley,Alameda County
2014,94703,1150,1420,1940,2330,22.12,27.31,37.31,44.81,Berkeley,Alameda County
2014,94704,1120,1380,1890,2270,21.54,26.54,36.35,43.65,Berkeley,Alameda County
2014,94705,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Berkeley,Alameda County
2014,94706,1300,1600,2190,2630,25,30.77,42.12,50.58,Albany,Alameda County
2014,94707,1730,2140,2930,3510,33.27,41.15,56.35,67.5,Berkeley,Alameda County
2014,94708,1670,2060,2820,3380,32.12,39.62,54.23,65,Berkeley,Alameda County
2014,94709,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Berkeley,Alameda County
2014,94710,1040,1280,1750,2100,20,24.62,33.65,40.38,Berkeley,Alameda County
2014,94720,910,1120,1530,1840,17.5,21.54,29.42,35.38,Berkeley,Alameda County
2014,94801,960,1180,1620,1940,18.46,22.69,31.15,37.31,Richmond,Contra Costa County
2014,94803,1190,1470,2010,2410,22.88,28.27,38.65,46.35,El Sobrante,Contra Costa County
2014,94804,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Richmond,Contra Costa County
2014,94805,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Richmond,Contra Costa County
2014,94806,1080,1330,1820,2180,20.77,25.58,35,41.92,San Pablo,Contra Costa County
2014,94901,1250,1540,2110,2530,24.04,29.62,40.58,48.65,San Rafael,Marin County
2014,94903,1600,1970,2700,3240,30.77,37.88,51.92,62.31,San Rafael,Marin County
2014,94904,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Greenbrae,Marin County
2014,94920,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Belvedere Tiburon,Marin County
2014,94925,1660,2050,2810,3370,31.92,39.42,54.04,64.81,Corte Madera,Marin County
2014,94930,1530,1890,2590,3100,29.42,36.35,49.81,59.62,Fairfax,Marin County
2014,94933,1710,2110,2890,3470,32.88,40.58,55.58,66.73,Forest Knolls,Marin County
2014,94938,1300,1610,2200,2640,25,30.96,42.31,50.77,Lagunitas,Marin County
2014,94939,1430,1760,2410,2890,27.5,33.85,46.35,55.58,Larkspur,Marin County
2014,94941,1590,1960,2680,3220,30.58,37.69,51.54,61.92,Mill Valley,Marin County
2014,94945,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Novato,Marin County
2014,94946,1230,1520,2080,2500,23.65,29.23,40,48.08,Nicasio,Marin County
2014,94947,1560,1930,2640,3170,30,37.12,50.77,60.96,Novato,Marin County
2014,94949,1390,1710,2340,2810,26.73,32.88,45,54.04,Novato,Marin County
2014,94954,1110,1450,2140,2500,21.35,27.88,41.15,48.08,Petaluma,Sonoma County
2014,94960,1340,1660,2270,2730,25.77,31.92,43.65,52.5,San Anselmo,Marin County
2014,94963,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Geronimo,Marin County
2014,94964,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Quentin,Marin County
2014,94965,1760,2170,2970,3560,33.85,41.73,57.12,68.46,Sausalito,Marin County
2014,94970,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Stinson Beach,Marin County
2014,94973,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Woodacre,Marin County
2014,95002,1180,1500,2120,2580,22.69,28.85,40.77,49.62,Alviso,Santa Clara County
2014,95035,1480,1890,2670,3250,28.46,36.35,51.35,62.5,Milpitas,Santa Clara County
2014,95134,1610,2050,2890,3530,30.96,39.42,55.58,67.88,San Jose,Santa Clara County
2014,95140,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Mount Hamilton,Santa Clara County
2014,95476,1050,1410,2010,1980,20.19,27.12,38.65,38.08,Sonoma,Sonoma County
2014,95620,1000,1250,1840,2190,19.23,24.04,35.38,42.12,Dixon,Solano County
2015,94002,1390,1710,2340,2810,26.73,32.88,45,54.04,Belmont,San Mateo County
2015,94005,1310,1620,2220,2660,25.19,31.15,42.69,51.15,Brisbane,San Mateo County
2015,94010,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Burlingame,San Mateo County
2015,94014,1310,1620,2220,2660,25.19,31.15,42.69,51.15,Daly City,San Mateo County
2015,94015,1410,1740,2380,2860,27.12,33.46,45.77,55,Daly City,San Mateo County
2015,94019,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Half Moon Bay,San Mateo County
2015,94022,1420,1810,2550,3120,27.31,34.81,49.04,60,Los Altos,Santa Clara County
2015,94024,1920,2450,3460,4220,36.92,47.12,66.54,81.15,Los Altos,Santa Clara County
2015,94025,1690,2090,2860,3430,32.5,40.19,55,65.96,Menlo Park,San Mateo County
2015,94027,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Atherton,San Mateo County
2015,94028,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Portola Valley,San Mateo County
2015,94030,1420,1750,2400,2870,27.31,33.65,46.15,55.19,Millbrae,San Mateo County
2015,94035,1420,1810,2550,3120,27.31,34.81,49.04,60,Mountain View,Santa Clara County
2015,94038,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Moss Beach,San Mateo County
2015,94040,1410,1800,2540,3100,27.12,34.62,48.85,59.62,Mountain View,Santa Clara County
2015,94043,1460,1860,2620,3200,28.08,35.77,50.38,61.54,Mountain View,Santa Clara County
2015,94044,1560,1920,2630,3150,30,36.92,50.58,60.58,Pacifica,San Mateo County
2015,94061,1410,1740,2380,2860,27.12,33.46,45.77,55,Redwood City,San Mateo County
2015,94062,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Redwood City,San Mateo County
2015,94063,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Redwood City,San Mateo County
2015,94065,1430,1770,2420,2910,27.5,34.04,46.54,55.96,Redwood City,San Mateo County
2015,94066,1430,1760,2410,2890,27.5,33.85,46.35,55.58,San Bruno,San Mateo County
2015,94070,1430,1760,2410,2890,27.5,33.85,46.35,55.58,San Carlos,San Mateo County
2015,94080,1430,1770,2420,2910,27.5,34.04,46.54,55.96,South San Francisco,San Mateo County
2015,94085,1470,1870,2640,3220,28.27,35.96,50.77,61.92,Sunnyvale,Santa Clara County
2015,94086,1410,1800,2540,3100,27.12,34.62,48.85,59.62,Sunnyvale,Santa Clara County
2015,94087,1430,1830,2580,3150,27.5,35.19,49.62,60.58,Sunnyvale,Santa Clara County
2015,94089,1620,2060,2910,3550,31.15,39.62,55.96,68.27,Sunnyvale,Santa Clara County
2015,94102,930,1150,1570,1890,17.88,22.12,30.19,36.35,San Francisco,San Francisco County
2015,94103,1120,1380,1890,2270,21.54,26.54,36.35,43.65,San Francisco,San Francisco County
2015,94104,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94105,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94107,1930,2380,3260,3910,37.12,45.77,62.69,75.19,San Francisco,San Francisco County
2015,94108,1000,1230,1680,2020,19.23,23.65,32.31,38.85,San Francisco,San Francisco County
2015,94109,1190,1470,2010,2410,22.88,28.27,38.65,46.35,San Francisco,San Francisco County
2015,94110,1300,1610,2200,2640,25,30.96,42.31,50.77,San Francisco,San Francisco County
2015,94111,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94112,1310,1620,2220,2660,25.19,31.15,42.69,51.15,San Francisco,San Francisco County
2015,94114,1610,1990,2730,3270,30.96,38.27,52.5,62.88,San Francisco,San Francisco County
2015,94115,1500,1850,2530,3040,28.85,35.58,48.65,58.46,San Francisco,San Francisco County
2015,94116,1540,1900,2600,3120,29.62,36.54,50,60,San Francisco,San Francisco County
2015,94117,1560,1920,2630,3150,30,36.92,50.58,60.58,San Francisco,San Francisco County
2015,94118,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Francisco,San Francisco County
2015,94121,1410,1740,2380,2860,27.12,33.46,45.77,55,San Francisco,San Francisco County
2015,94122,1440,1780,2440,2920,27.69,34.23,46.92,56.15,San Francisco,San Francisco County
2015,94123,1720,2120,2900,3480,33.08,40.77,55.77,66.92,San Francisco,San Francisco County
2015,94124,1130,1390,1900,2280,21.73,26.73,36.54,43.85,San Francisco,San Francisco County
2015,94127,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94128,1430,1770,2420,2910,27.5,34.04,46.54,55.96,San Francisco,San Mateo County
2015,94129,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94130,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94131,1480,1830,2510,3010,28.46,35.19,48.27,57.88,San Francisco,San Francisco County
2015,94132,1600,1980,2710,3250,30.77,38.08,52.12,62.5,San Francisco,San Francisco County
2015,94133,1390,1720,2360,2820,26.73,33.08,45.38,54.23,San Francisco,San Francisco County
2015,94134,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County
2015,94301,1690,2150,3030,3700,32.5,41.35,58.27,71.15,Palo Alto,Santa Clara County
2015,94303,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Palo Alto,San Mateo County
2015,94304,1420,1810,2550,3120,27.31,34.81,49.04,60,Palo Alto,Santa Clara County
2015,94305,1220,1550,2190,2670,23.46,29.81,42.12,51.35,Stanford,Santa Clara County
2015,94306,1550,1980,2790,3410,29.81,38.08,53.65,65.58,Palo Alto,Santa Clara County
2015,94401,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Mateo,San Mateo County
2015,94402,1450,1790,2450,2940,27.88,34.42,47.12,56.54,San Mateo,San Mateo County
2015,94403,1530,1890,2590,3100,29.42,36.35,49.81,59.62,San Mateo,San Mateo County
2015,94404,1890,2330,3190,3830,36.35,44.81,61.35,73.65,San Mateo,San Mateo County
2015,94501,1240,1530,2100,2510,23.85,29.42,40.38,48.27,Alameda,Alameda County
2015,94502,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Alameda,Alameda County
2015,94503,1310,1750,2500,2450,25.19,33.65,48.08,47.12,American Canyon,Napa County
2015,94506,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Danville,Contra Costa County
2015,94507,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Alamo,Contra Costa County
2015,94509,1130,1390,1900,2280,21.73,26.73,36.54,43.85,Antioch,Contra Costa County
2015,94510,990,1240,1830,2170,19.04,23.85,35.19,41.73,Benicia,Solano County
2015,94512,970,1210,1780,2120,18.65,23.27,34.23,40.77,Birds Landing,Solano County
2015,94513,1620,2000,2740,3280,31.15,38.46,52.69,63.08,Brentwood,Contra Costa County
2015,94514,1300,1610,2200,2640,25,30.96,42.31,50.77,Byron,Contra Costa County
2015,94517,1680,2080,2850,3420,32.31,40,54.81,65.77,Clayton,Contra Costa County
2015,94518,1340,1650,2260,2710,25.77,31.73,43.46,52.12,Concord,Contra Costa County
2015,94519,1300,1600,2190,2630,25,30.77,42.12,50.58,Concord,Contra Costa County
2015,94520,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Concord,Contra Costa County
2015,94521,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Concord,Contra Costa County
2015,94523,1390,1720,2360,2820,26.73,33.08,45.38,54.23,Pleasant Hill,Contra Costa County
2015,94525,930,1150,1570,1890,17.88,22.12,30.19,36.35,Crockett,Contra Costa County
2015,94526,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Danville,Contra Costa County
2015,94528,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Diablo,Contra Costa County
2015,94530,1320,1630,2230,2680,25.38,31.35,42.88,51.54,El Cerrito,Contra Costa County
2015,94531,1750,2160,2960,3550,33.65,41.54,56.92,68.27,Antioch,Contra Costa County
2015,94533,890,1110,1640,1940,17.12,21.35,31.54,37.31,Fairfield,Solano County
2015,94535,1440,1810,2670,3170,27.69,34.81,51.35,60.96,Travis Afb,Solano County
2015,94536,1370,1690,2310,2780,26.35,32.5,44.42,53.46,Fremont,Alameda County
2015,94538,1450,1790,2450,2940,27.88,34.42,47.12,56.54,Fremont,Alameda County
2015,94539,1690,2090,2860,3430,32.5,40.19,55,65.96,Fremont,Alameda County
2015,94541,1140,1410,1930,2320,21.92,27.12,37.12,44.62,Hayward,Alameda County
2015,94542,1350,1670,2290,2740,25.96,32.12,44.04,52.69,Hayward,Alameda County
2015,94544,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Hayward,Alameda County
2015,94545,1370,1690,2310,2780,26.35,32.5,44.42,53.46,Hayward,Alameda County
2015,94546,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Castro Valley,Alameda County
2015,94547,1510,1870,2560,3070,29.04,35.96,49.23,59.04,Hercules,Contra Costa County
2015,94549,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Lafayette,Contra Costa County
2015,94550,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Livermore,Alameda County
2015,94552,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Castro Valley,Alameda County
2015,94553,1190,1470,2010,2410,22.88,28.27,38.65,46.35,Martinez,Contra Costa County
2015,94555,1560,1930,2640,3170,30,37.12,50.77,60.96,Fremont,Alameda County
2015,94556,1640,2030,2780,3330,31.54,39.04,53.46,64.04,Moraga,Contra Costa County
2015,94558,1170,1560,2230,2190,22.5,30,42.88,42.12,Napa,Napa County
2015,94559,1050,1400,2000,1960,20.19,26.92,38.46,37.69,Napa,Napa County
2015,94560,1390,1710,2340,2810,26.73,32.88,45,54.04,Newark,Alameda County
2015,94561,1510,1870,2560,3070,29.04,35.96,49.23,59.04,Oakley,Contra Costa County
2015,94563,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Orinda,Contra Costa County
2015,94564,1310,1620,2220,2660,25.19,31.15,42.69,51.15,Pinole,Contra Costa County
2015,94565,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Pittsburg,Contra Costa County
2015,94566,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Pleasanton,Alameda County
2015,94568,1690,2090,2860,3430,32.5,40.19,55,65.96,Dublin,Alameda County
2015,94569,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Port Costa,Contra Costa County
2015,94571,780,980,1440,1740,15,18.85,27.69,33.46,Rio Vista,Solano County
2015,94572,970,1200,1640,1970,18.65,23.08,31.54,37.88,Rodeo,Contra Costa County
2015,94577,1090,1350,1850,2220,20.96,25.96,35.58,42.69,San Leandro,Alameda County
2015,94578,1090,1340,1830,2200,20.96,25.77,35.19,42.31,San Leandro,Alameda County
2015,94579,1410,1740,2380,2860,27.12,33.46,45.77,55,San Leandro,Alameda County
2015,94580,1220,1510,2070,2480,23.46,29.04,39.81,47.69,San Lorenzo,Alameda County
2015,94583,1560,1920,2630,3150,30,36.92,50.58,60.58,San Ramon,Contra Costa County
2015,94585,1100,1380,2030,2420,21.15,26.54,39.04,46.54,Suisun City,Solano County
2015,94586,1600,1970,2700,3240,30.77,37.88,51.92,62.31,Sunol,Alameda County
2015,94587,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Union City,Alameda County
2015,94588,1650,2040,2790,3350,31.73,39.23,53.65,64.42,Pleasanton,Alameda County
2015,94589,990,1240,1830,2170,19.04,23.85,35.19,41.73,Vallejo,Solano County
2015,94590,810,1010,1490,1770,15.58,19.42,28.65,34.04,Vallejo,Solano County
2015,94591,1070,1340,1970,2350,20.58,25.77,37.88,45.19,Vallejo,Solano County
2015,94592,970,1210,1780,2120,18.65,23.27,34.23,40.77,Vallejo,Solano County
2015,94595,1340,1660,2270,2730,25.77,31.92,43.65,52.5,Walnut Creek,Contra Costa County
2015,94596,1270,1570,2150,2580,24.42,30.19,41.35,49.62,Walnut Creek,Contra Costa County
2015,94598,1540,1900,2600,3120,29.62,36.54,50,60,Walnut Creek,Contra Costa County
2015,94601,910,1120,1530,1840,17.5,21.54,29.42,35.38,Oakland,Alameda County
2015,94602,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Oakland,Alameda County
2015,94603,1120,1380,1890,2270,21.54,26.54,36.35,43.65,Oakland,Alameda County
2015,94605,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Oakland,Alameda County
2015,94606,960,1180,1620,1940,18.46,22.69,31.15,37.31,Oakland,Alameda County
2015,94607,990,1220,1670,2000,19.04,23.46,32.12,38.46,Oakland,Alameda County
2015,94608,1230,1520,2080,2500,23.65,29.23,40,48.08,Emeryville,Alameda County
2015,94609,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Oakland,Alameda County
2015,94610,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Oakland,Alameda County
2015,94611,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Oakland,Alameda County
2015,94612,880,1090,1490,1790,16.92,20.96,28.65,34.42,Oakland,Alameda County
2015,94613,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Oakland,Alameda County
2015,94618,1510,1870,2560,3070,29.04,35.96,49.23,59.04,Oakland,Alameda County
2015,94619,1040,1290,1770,2120,20,24.81,34.04,40.77,Oakland,Alameda County
2015,94621,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Oakland,Alameda County
2015,94702,1080,1330,1820,2180,20.77,25.58,35,41.92,Berkeley,Alameda County
2015,94703,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Berkeley,Alameda County
2015,94704,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Berkeley,Alameda County
2015,94705,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Berkeley,Alameda County
2015,94706,1370,1690,2310,2780,26.35,32.5,44.42,53.46,Albany,Alameda County
2015,94707,1820,2250,3080,3700,35,43.27,59.23,71.15,Berkeley,Alameda County
2015,94708,1760,2170,2970,3560,33.85,41.73,57.12,68.46,Berkeley,Alameda County
2015,94709,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Berkeley,Alameda County
2015,94710,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Berkeley,Alameda County
2015,94720,960,1180,1620,1940,18.46,22.69,31.15,37.31,Berkeley,Alameda County
2015,94801,1000,1240,1700,2040,19.23,23.85,32.69,39.23,Richmond,Contra Costa County
2015,94803,1250,1540,2110,2530,24.04,29.62,40.58,48.65,El Sobrante,Contra Costa County
2015,94804,1150,1420,1940,2330,22.12,27.31,37.31,44.81,Richmond,Contra Costa County
2015,94805,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Richmond,Contra Costa County
2015,94806,1130,1400,1920,2300,21.73,26.92,36.92,44.23,San Pablo,Contra Costa County
2015,94901,1310,1620,2220,2660,25.19,31.15,42.69,51.15,San Rafael,Marin County
