,year,zip,onebr,twobr,threebr,fourbr,onehw,twohw,threehw,fourhw,city,county_x,county_y,vlrhna,totalvl,percentvl,lowrhna,lowtotal,lowpercent,modrhna,modtotal,modpercent,aboverhna,abovetotal,abovepercent,totalrhna,totaltotal,totalpercent
358,2012,94963,1540,1820,2470,3060,29.62,35.0,47.5,58.85,San Geronimo,Marin County,,,,,,,,,,,,,,,,
359,2012,94964,1710,2030,2750,3410,32.88,39.04,52.88,65.58,San Quentin,Marin County,,,,,,,,,,,,,,,,
360,2012,94965,1760,2090,2830,3510,33.85,40.19,54.42,67.5,Sausalito,Marin County,,,,,,,,,,,,,,,,
361,2012,94970,1540,1820,2470,3060,29.62,35.0,47.5,58.85,Stinson Beach,Marin County,,,,,,,,,,,,,,,,
362,2012,94973,1540,1820,2470,3060,29.62,35.0,47.5,58.85,Woodacre,Marin County,,,,,,,,,,,,,,,,
363,2012,95002,1280,1420,2010,2490,24.62,27.31,38.65,47.88,Alviso,Santa Clara County,,,,,,,,,,,,,,,,
364,2012,95035,1210,1430,1940,2400,23.27,27.5,37.31,46.15,Milpitas,Santa Clara County,Santa Clara,1004.0,10.0,1%,570.0,0.0,0%,565.0,0.0,0%,1151.0,82.0,7%,3290.0,92.0,3%
365,2012,95134,1840,2050,2900,3600,35.38,39.42,55.77,69.23,San Jose,Santa Clara County,Santa Clara,9233.0,452.0,5%,5428.0,122.0,2%,6188.0,285.0,5%,14231.0,6345.0,45%,35080.0,7204.0,21%
366,2012,95140,1470,1630,2310,2860,28.27,31.35,44.42,55.0,Mount Hamilton,Santa Clara County,,,,,,,,,,,,,,,,
367,2012,95476,1010,1310,1810,2060,19.42,25.19,34.81,39.62,Sonoma,Sonoma County,,,,,,,,,,,,,,,,
368,2012,95620,1130,1300,1820,2250,21.73,25.0,35.0,43.27,Dixon,Solano County,,,,,,,,,,,,,,,,
369,2013,94002,1260,1560,2140,2560,24.23,30.0,41.15,49.23,Belmont,San Mateo County,San Mateo,116.0,0.0,0%,63.0,0.0,0%,67.0,4.0,6%,222.0,118.0,53%,468.0,122.0,26%
370,2013,94005,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Brisbane,San Mateo County,San Mateo,25.0,0.0,0%,13.0,0.0,0%,15.0,7.0,47%,30.0,10.0,33%,83.0,17.0,20%
371,2013,94010,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Burlingame,San Mateo County,San Mateo,276.0,0.0,0%,144.0,0.0,0%,155.0,0.0,0%,288.0,164.0,57%,863.0,164.0,19%
372,2013,94014,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Daly City,San Mateo County,San Mateo,400.0,21.0,5%,188.0,207.0,110%,221.0,43.0,19%,541.0,192.0,35%,1350.0,463.0,34%
373,2013,94015,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Daly City,San Mateo County,San Mateo,400.0,21.0,5%,188.0,207.0,110%,221.0,43.0,19%,541.0,192.0,35%,1350.0,463.0,34%
374,2013,94019,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Half Moon Bay,San Mateo County,San Mateo,52.0,0.0,0%,31.0,0.0,0%,36.0,11.0,31%,121.0,14.0,12%,240.0,25.0,10%
375,2013,94022,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Los Altos,Santa Clara County,Santa Clara,169.0,1.0,1%,99.0,1.0,1%,112.0,0.0,0%,97.0,101.0,104%,477.0,103.0,22%
376,2013,94024,1710,2180,3070,3750,32.88,41.92,59.04,72.12,Los Altos,Santa Clara County,Santa Clara,169.0,1.0,1%,99.0,1.0,1%,112.0,0.0,0%,97.0,101.0,104%,477.0,103.0,22%
377,2013,94025,1550,1910,2620,3140,29.81,36.73,50.38,60.38,Menlo Park,San Mateo County,San Mateo,233.0,80.0,34%,129.0,28.0,22%,143.0,1.0,1%,150.0,740.0,493%,655.0,849.0,130%
378,2013,94027,1300,1610,2200,2640,25.0,30.96,42.31,50.77,Atherton,San Mateo County,San Mateo,35.0,15.0,43%,26.0,9.0,35%,29.0,5.0,17%,3.0,10.0,333%,93.0,39.0,42%
379,2013,94028,1300,1610,2200,2640,25.0,30.96,42.31,50.77,Portola Valley,San Mateo County,San Mateo,21.0,17.0,81%,15.0,2.0,13%,15.0,5.0,33%,13.0,23.0,177%,64.0,47.0,73%
380,2013,94030,1300,1600,2190,2630,25.0,30.77,42.12,50.58,Millbrae,San Mateo County,San Mateo,193.0,0.0,0%,101.0,0.0,0%,112.0,0.0,0%,257.0,0.0,0%,663.0,0.0,0%
381,2013,94035,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
382,2013,94038,1300,1610,2200,2640,25.0,30.96,42.31,50.77,Moss Beach,San Mateo County,,,,,,,,,,,,,,,,
383,2013,94040,1250,1600,2260,2750,24.04,30.77,43.46,52.88,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
384,2013,94043,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
385,2013,94044,1420,1750,2400,2870,27.31,33.65,46.15,55.19,Pacifica,San Mateo County,San Mateo,121.0,0.0,0%,68.0,0.0,0%,70.0,6.0,9%,154.0,24.0,16%,413.0,30.0,7%
386,2013,94061,1290,1590,2180,2610,24.81,30.58,41.92,50.19,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
387,2013,94062,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
388,2013,94063,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
389,2013,94065,1300,1610,2200,2640,25.0,30.96,42.31,50.77,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
390,2013,94066,1300,1600,2190,2630,25.0,30.77,42.12,50.58,San Bruno,San Mateo County,San Mateo,358.0,0.0,0%,161.0,17.0,11%,205.0,42.0,20%,431.0,51.0,12%,1155.0,110.0,10%
391,2013,94070,1300,1600,2190,2630,25.0,30.77,42.12,50.58,San Carlos,San Mateo County,San Mateo,195.0,5.0,3%,107.0,11.0,10%,111.0,9.0,8%,183.0,399.0,218%,596.0,424.0,71%
392,2013,94080,1300,1610,2200,2640,25.0,30.96,42.31,50.77,South San Francisco,San Mateo County,San Mateo,565.0,80.0,14%,281.0,4.0,1%,313.0,28.0,9%,705.0,413.0,59%,1864.0,525.0,28%
393,2013,94085,1310,1670,2360,2880,25.19,32.12,45.38,55.38,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
394,2013,94086,1250,1600,2260,2750,24.04,30.77,43.46,52.88,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
395,2013,94087,1280,1630,2300,2810,24.62,31.35,44.23,54.04,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
396,2013,94089,1440,1840,2590,3170,27.69,35.38,49.81,60.96,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
397,2013,94102,850,1050,1440,1720,16.35,20.19,27.69,33.08,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
398,2013,94103,1020,1260,1730,2070,19.62,24.23,33.27,39.81,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
399,2013,94104,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
400,2013,94105,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
401,2013,94107,1760,2170,2970,3560,33.85,41.73,57.12,68.46,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
402,2013,94108,910,1120,1530,1840,17.5,21.54,29.42,35.38,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
403,2013,94109,1090,1340,1830,2200,20.96,25.77,35.19,42.31,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
404,2013,94110,1190,1470,2010,2410,22.88,28.27,38.65,46.35,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
405,2013,94111,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
406,2013,94112,1200,1480,2030,2430,23.08,28.46,39.04,46.73,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
407,2013,94114,1470,1820,2490,2990,28.27,35.0,47.88,57.5,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
408,2013,94115,1370,1690,2310,2780,26.35,32.5,44.42,53.46,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
409,2013,94116,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
410,2013,94117,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
411,2013,94118,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
412,2013,94121,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
413,2013,94122,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
414,2013,94123,1560,1930,2640,3170,30.0,37.12,50.77,60.96,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
415,2013,94124,1030,1270,1740,2090,19.81,24.42,33.46,40.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
416,2013,94127,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
417,2013,94128,1300,1610,2200,2640,25.0,30.96,42.31,50.77,San Francisco,San Mateo County,,,,,,,,,,,,,,,,
418,2013,94129,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
419,2013,94130,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
420,2013,94131,1350,1670,2290,2740,25.96,32.12,44.04,52.69,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
421,2013,94132,1460,1800,2460,2960,28.08,34.62,47.31,56.92,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
422,2013,94133,1270,1570,2150,2580,24.42,30.19,41.35,49.62,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
423,2013,94134,1160,1430,1960,2350,22.31,27.5,37.69,45.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
424,2013,94301,1500,1910,2690,3290,28.85,36.73,51.73,63.27,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
425,2013,94303,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Palo Alto,San Mateo County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
426,2013,94304,1260,1610,2270,2770,24.23,30.96,43.65,53.27,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
427,2013,94305,1080,1380,1950,2380,20.77,26.54,37.5,45.77,Stanford,Santa Clara County,,,,,,,,,,,,,,,,
428,2013,94306,1380,1760,2480,3030,26.54,33.85,47.69,58.27,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
429,2013,94401,1280,1580,2160,2590,24.62,30.38,41.54,49.81,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
430,2013,94402,1320,1630,2230,2680,25.38,31.35,42.88,51.54,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
431,2013,94403,1400,1730,2370,2840,26.92,33.27,45.58,54.62,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
432,2013,94404,1720,2120,2900,3480,33.08,40.77,55.77,66.92,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
433,2013,94501,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Alameda,Alameda County,Alameda,444.0,51.0,11%,248.0,33.0,13%,283.0,21.0,7%,748.0,194.0,26%,1723.0,299.0,17%
434,2013,94502,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Alameda,Alameda County,Alameda,444.0,51.0,11%,248.0,33.0,13%,283.0,21.0,7%,748.0,194.0,26%,1723.0,299.0,17%
435,2013,94503,1130,1510,2150,2120,21.73,29.04,41.35,40.77,American Canyon,Napa County,,,,,,,,,,,,,,,,
436,2013,94506,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Danville,Contra Costa County,,,,,,,,,,,,,,,,
437,2013,94507,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Alamo,Contra Costa County,,,,,,,,,,,,,,,,
438,2013,94509,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Antioch,Contra Costa County,,,,,,,,,,,,,,,,
439,2013,94510,960,1200,1770,2100,18.46,23.08,34.04,40.38,Benicia,Solano County,,,,,,,,,,,,,,,,
440,2013,94512,930,1170,1720,2050,17.88,22.5,33.08,39.42,Birds Landing,Solano County,,,,,,,,,,,,,,,,
441,2013,94513,1480,1830,2510,3010,28.46,35.19,48.27,57.88,Brentwood,Contra Costa County,,,,,,,,,,,,,,,,
442,2013,94514,1190,1470,2010,2410,22.88,28.27,38.65,46.35,Byron,Contra Costa County,,,,,,,,,,,,,,,,
443,2013,94517,1540,1900,2600,3120,29.62,36.54,50.0,60.0,Clayton,Contra Costa County,,,,,,,,,,,,,,,,
444,2013,94518,1220,1510,2070,2480,23.46,29.04,39.81,47.69,Concord,Contra Costa County,,,,,,,,,,,,,,,,
445,2013,94519,1180,1460,2000,2400,22.69,28.08,38.46,46.15,Concord,Contra Costa County,,,,,,,,,,,,,,,,
446,2013,94520,1000,1230,1680,2020,19.23,23.65,32.31,38.85,Concord,Contra Costa County,,,,,,,,,,,,,,,,
447,2013,94521,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Concord,Contra Costa County,,,,,,,,,,,,,,,,
448,2013,94523,1270,1570,2150,2580,24.42,30.19,41.35,49.62,Pleasant Hill,Contra Costa County,,,,,,,,,,,,,,,,
449,2013,94525,850,1050,1440,1720,16.35,20.19,27.69,33.08,Crockett,Contra Costa County,,,,,,,,,,,,,,,,
450,2013,94526,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Danville,Contra Costa County,,,,,,,,,,,,,,,,
451,2013,94528,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Diablo,Contra Costa County,,,,,,,,,,,,,,,,
452,2013,94530,1200,1480,2030,2430,23.08,28.46,39.04,46.73,El Cerrito,Contra Costa County,,,,,,,,,,,,,,,,
453,2013,94531,1600,1970,2700,3240,30.77,37.88,51.92,62.31,Antioch,Contra Costa County,,,,,,,,,,,,,,,,
454,2013,94533,850,1070,1580,1870,16.35,20.58,30.38,35.96,Fairfield,Solano County,,,,,,,,,,,,,,,,
455,2013,94535,1400,1750,2580,3070,26.92,33.65,49.62,59.04,Travis Afb,Solano County,,,,,,,,,,,,,,,,
456,2013,94536,1260,1550,2120,2550,24.23,29.81,40.77,49.04,Fremont,Alameda County,Alameda,1714.0,283.0,17%,926.0,249.0,27%,978.0,1.0,0%,1837.0,2409.0,131%,5455.0,2942.0,54%
457,2013,94538,1320,1630,2230,2680,25.38,31.35,42.88,51.54,Fremont,Alameda County,Alameda,1714.0,283.0,17%,926.0,249.0,27%,978.0,1.0,0%,1837.0,2409.0,131%,5455.0,2942.0,54%
458,2013,94539,1550,1910,2620,3140,29.81,36.73,50.38,60.38,Fremont,Alameda County,Alameda,1714.0,283.0,17%,926.0,249.0,27%,978.0,1.0,0%,1837.0,2409.0,131%,5455.0,2942.0,54%
459,2013,94541,1040,1290,1770,2120,20.0,24.81,34.04,40.77,Hayward,Alameda County,Alameda,851.0,40.0,5%,480.0,19.0,4%,608.0,0.0,0%,1981.0,726.0,37%,3920.0,785.0,20%
460,2013,94542,1230,1520,2080,2500,23.65,29.23,40.0,48.08,Hayward,Alameda County,Alameda,851.0,40.0,5%,480.0,19.0,4%,608.0,0.0,0%,1981.0,726.0,37%,3920.0,785.0,20%
461,2013,94544,1100,1360,1860,2230,21.15,26.15,35.77,42.88,Hayward,Alameda County,Alameda,851.0,40.0,5%,480.0,19.0,4%,608.0,0.0,0%,1981.0,726.0,37%,3920.0,785.0,20%
462,2013,94545,1250,1540,2110,2530,24.04,29.62,40.58,48.65,Hayward,Alameda County,Alameda,851.0,40.0,5%,480.0,19.0,4%,608.0,0.0,0%,1981.0,726.0,37%,3920.0,785.0,20%
463,2013,94546,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Castro Valley,Alameda County,,,,,,,,,,,,,,,,
464,2013,94547,1390,1710,2340,2810,26.73,32.88,45.0,54.04,Hercules,Contra Costa County,,,,,,,,,,,,,,,,
465,2013,94549,1340,1650,2260,2710,25.77,31.73,43.46,52.12,Lafayette,Contra Costa County,,,,,,,,,,,,,,,,
466,2013,94550,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Livermore,Alameda County,Alameda,839.0,52.0,6%,474.0,42.0,9%,496.0,424.0,85%,920.0,732.0,80%,2729.0,1250.0,46%
467,2013,94552,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Castro Valley,Alameda County,,,,,,,,,,,,,,,,
468,2013,94553,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Martinez,Contra Costa County,,,,,,,,,,,,,,,,
469,2013,94555,1430,1760,2410,2890,27.5,33.85,46.35,55.58,Fremont,Alameda County,Alameda,1714.0,283.0,17%,926.0,249.0,27%,978.0,1.0,0%,1837.0,2409.0,131%,5455.0,2942.0,54%
470,2013,94556,1500,1850,2530,3040,28.85,35.58,48.65,58.46,Moraga,Contra Costa County,,,,,,,,,,,,,,,,
471,2013,94558,1000,1340,1910,1880,19.23,25.77,36.73,36.15,Napa,Napa County,,,,,,,,,,,,,,,,
472,2013,94559,900,1200,1710,1680,17.31,23.08,32.88,32.31,Napa,Napa County,,,,,,,,,,,,,,,,
473,2013,94560,1260,1560,2140,2560,24.23,30.0,41.15,49.23,Newark,Alameda County,Alameda,330.0,0.0,0%,167.0,0.0,0%,158.0,0.0,0%,423.0,444.0,105%,1078.0,444.0,41%
474,2013,94561,1380,1700,2330,2790,26.54,32.69,44.81,53.65,Oakley,Contra Costa County,,,,,,,,,,,,,,,,
475,2013,94563,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Orinda,Contra Costa County,,,,,,,,,,,,,,,,
476,2013,94564,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Pinole,Contra Costa County,,,,,,,,,,,,,,,,
477,2013,94565,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Pittsburg,Contra Costa County,,,,,,,,,,,,,,,,
478,2013,94566,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Pleasanton,Alameda County,Alameda,716.0,182.0,25%,391.0,44.0,11%,407.0,18.0,4%,553.0,1148.0,208%,2067.0,1392.0,67%
479,2013,94568,1540,1900,2600,3120,29.62,36.54,50.0,60.0,Dublin,Alameda County,Alameda,796.0,26.0,3%,446.0,39.0,9%,425.0,14.0,3%,618.0,2638.0,427%,2285.0,2717.0,119%
480,2013,94569,1170,1440,1970,2360,22.5,27.69,37.88,45.38,Port Costa,Contra Costa County,,,,,,,,,,,,,,,,
481,2013,94571,780,980,1440,1740,15.0,18.85,27.69,33.46,Rio Vista,Solano County,,,,,,,,,,,,,,,,
482,2013,94572,890,1100,1510,1810,17.12,21.15,29.04,34.81,Rodeo,Contra Costa County,,,,,,,,,,,,,,,,
483,2013,94577,1000,1230,1680,2020,19.23,23.65,32.31,38.85,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
484,2013,94578,990,1220,1670,2000,19.04,23.46,32.12,38.46,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
485,2013,94579,1290,1590,2180,2610,24.81,30.58,41.92,50.19,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
486,2013,94580,1120,1380,1890,2270,21.54,26.54,36.35,43.65,San Lorenzo,Alameda County,,,,,,,,,,,,,,,,
487,2013,94583,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Ramon,Contra Costa County,,,,,,,,,,,,,,,,
488,2013,94585,1060,1330,1960,2330,20.38,25.58,37.69,44.81,Suisun City,Solano County,,,,,,,,,,,,,,,,
489,2013,94586,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Sunol,Alameda County,,,,,,,,,,,,,,,,
490,2013,94587,1210,1490,2040,2450,23.27,28.65,39.23,47.12,Union City,Alameda County,Alameda,317.0,0.0,0%,180.0,0.0,0%,192.0,249.0,130%,417.0,73.0,18%,1106.0,322.0,29%
491,2013,94588,1510,1860,2550,3050,29.04,35.77,49.04,58.65,Pleasanton,Alameda County,Alameda,716.0,182.0,25%,391.0,44.0,11%,407.0,18.0,4%,553.0,1148.0,208%,2067.0,1392.0,67%
492,2013,94589,970,1300,1850,1820,18.65,25.0,35.58,35.0,Vallejo,Solano County,,,,,,,,,,,,,,,,
493,2013,94590,780,980,1440,1720,15.0,18.85,27.69,33.08,Vallejo,Solano County,,,,,,,,,,,,,,,,
494,2013,94591,1040,1300,1920,2280,20.0,25.0,36.92,43.85,Vallejo,Solano County,,,,,,,,,,,,,,,,
495,2013,94592,930,1170,1720,2050,17.88,22.5,33.08,39.42,Vallejo,Solano County,,,,,,,,,,,,,,,,
496,2013,94595,1230,1520,2080,2500,23.65,29.23,40.0,48.08,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
497,2013,94596,1160,1430,1960,2350,22.31,27.5,37.69,45.19,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
498,2013,94598,1400,1730,2370,2840,26.92,33.27,45.58,54.62,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
499,2013,94601,830,1020,1400,1680,15.96,19.62,26.92,32.31,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
500,2013,94602,960,1190,1630,1950,18.46,22.88,31.35,37.5,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
501,2013,94603,1020,1260,1730,2070,19.62,24.23,33.27,39.81,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
502,2013,94605,1010,1250,1710,2050,19.42,24.04,32.88,39.42,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
503,2013,94606,870,1080,1480,1770,16.73,20.77,28.46,34.04,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
504,2013,94607,900,1110,1520,1820,17.31,21.35,29.23,35.0,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
505,2013,94608,1130,1390,1900,2280,21.73,26.73,36.54,43.85,Emeryville,Alameda County,Alameda,276.0,81.0,29%,211.0,16.0,8%,259.0,14.0,5%,752.0,310.0,41%,1498.0,421.0,28%
506,2013,94609,940,1160,1590,1910,18.08,22.31,30.58,36.73,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
507,2013,94610,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
508,2013,94611,990,1220,1670,2000,19.04,23.46,32.12,38.46,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
509,2013,94612,800,990,1360,1630,15.38,19.04,26.15,31.35,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
510,2013,94613,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
511,2013,94618,1390,1710,2340,2810,26.73,32.88,45.0,54.04,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
512,2013,94619,960,1180,1620,1940,18.46,22.69,31.15,37.31,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
513,2013,94621,970,1200,1640,1970,18.65,23.08,31.54,37.88,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
514,2013,94702,990,1220,1670,2000,19.04,23.46,32.12,38.46,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
515,2013,94703,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
516,2013,94704,1070,1320,1810,2170,20.58,25.38,34.81,41.73,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
