,year,zip,onebr,twobr,threebr,fourbr,onehw,twohw,threehw,fourhw,city,county_x,county_y,vlrhna,totalvl,percentvl,lowrhna,lowtotal,lowpercent,modrhna,modtotal,modpercent,aboverhna,abovetotal,abovepercent,totalrhna,totaltotal,totalpercent
855,2015,94571,780,980,1440,1740,15.0,18.85,27.69,33.46,Rio Vista,Solano County,,,,,,,,,,,,,,,,
856,2015,94572,970,1200,1640,1970,18.65,23.08,31.54,37.88,Rodeo,Contra Costa County,,,,,,,,,,,,,,,,
857,2015,94577,1090,1350,1850,2220,20.96,25.96,35.58,42.69,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
858,2015,94578,1090,1340,1830,2200,20.96,25.77,35.19,42.31,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
859,2015,94579,1410,1740,2380,2860,27.12,33.46,45.77,55.0,San Leandro,Alameda County,Alameda,504.0,27.0,5%,270.0,57.0,21%,352.0,0.0,0%,1161.0,14.0,1%,2287.0,98.0,4%
860,2015,94580,1220,1510,2070,2480,23.46,29.04,39.81,47.69,San Lorenzo,Alameda County,,,,,,,,,,,,,,,,
861,2015,94583,1560,1920,2630,3150,30.0,36.92,50.58,60.58,San Ramon,Contra Costa County,,,,,,,,,,,,,,,,
862,2015,94585,1100,1380,2030,2420,21.15,26.54,39.04,46.54,Suisun City,Solano County,,,,,,,,,,,,,,,,
863,2015,94586,1600,1970,2700,3240,30.77,37.88,51.92,62.31,Sunol,Alameda County,,,,,,,,,,,,,,,,
864,2015,94587,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Union City,Alameda County,Alameda,317.0,0.0,0%,180.0,0.0,0%,192.0,249.0,130%,417.0,73.0,18%,1106.0,322.0,29%
865,2015,94588,1650,2040,2790,3350,31.73,39.23,53.65,64.42,Pleasanton,Alameda County,Alameda,716.0,182.0,25%,391.0,44.0,11%,407.0,18.0,4%,553.0,1148.0,208%,2067.0,1392.0,67%
866,2015,94589,990,1240,1830,2170,19.04,23.85,35.19,41.73,Vallejo,Solano County,,,,,,,,,,,,,,,,
867,2015,94590,810,1010,1490,1770,15.58,19.42,28.65,34.04,Vallejo,Solano County,,,,,,,,,,,,,,,,
868,2015,94591,1070,1340,1970,2350,20.58,25.77,37.88,45.19,Vallejo,Solano County,,,,,,,,,,,,,,,,
869,2015,94592,970,1210,1780,2120,18.65,23.27,34.23,40.77,Vallejo,Solano County,,,,,,,,,,,,,,,,
870,2015,94595,1340,1660,2270,2730,25.77,31.92,43.65,52.5,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
871,2015,94596,1270,1570,2150,2580,24.42,30.19,41.35,49.62,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
872,2015,94598,1540,1900,2600,3120,29.62,36.54,50.0,60.0,Walnut Creek,Contra Costa County,,,,,,,,,,,,,,,,
873,2015,94601,910,1120,1530,1840,17.5,21.54,29.42,35.38,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
874,2015,94602,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
875,2015,94603,1120,1380,1890,2270,21.54,26.54,36.35,43.65,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
876,2015,94605,1110,1370,1880,2250,21.35,26.35,36.15,43.27,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
877,2015,94606,960,1180,1620,1940,18.46,22.69,31.15,37.31,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
878,2015,94607,990,1220,1670,2000,19.04,23.46,32.12,38.46,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
879,2015,94608,1230,1520,2080,2500,23.65,29.23,40.0,48.08,Emeryville,Alameda County,Alameda,276.0,81.0,29%,211.0,16.0,8%,259.0,14.0,5%,752.0,310.0,41%,1498.0,421.0,28%
880,2015,94609,1030,1270,1740,2090,19.81,24.42,33.46,40.19,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
881,2015,94610,1130,1400,1920,2300,21.73,26.92,36.92,44.23,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
882,2015,94611,1090,1340,1830,2200,20.96,25.77,35.19,42.31,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
883,2015,94612,880,1090,1490,1790,16.92,20.96,28.65,34.42,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
884,2015,94613,1200,1480,2030,2430,23.08,28.46,39.04,46.73,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
885,2015,94618,1510,1870,2560,3070,29.04,35.96,49.23,59.04,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
886,2015,94619,1040,1290,1770,2120,20.0,24.81,34.04,40.77,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
887,2015,94621,1060,1310,1790,2150,20.38,25.19,34.42,41.35,Oakland,Alameda County,Alameda,2059.0,313.0,15%,2075.0,109.0,5%,2815.0,11.0,0%,7816.0,6649.0,85%,14765.0,7082.0,48%
888,2015,94702,1080,1330,1820,2180,20.77,25.58,35.0,41.92,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
889,2015,94703,1210,1500,2050,2460,23.27,28.85,39.42,47.31,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
890,2015,94704,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
891,2015,94705,1170,1450,1990,2380,22.5,27.88,38.27,45.77,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
892,2015,94706,1370,1690,2310,2780,26.35,32.5,44.42,53.46,Albany,Alameda County,Alameda,80.0,0.0,0%,53.0,0.0,0%,57.0,0.0,0%,145.0,210.0,145%,335.0,210.0,63%
893,2015,94707,1820,2250,3080,3700,35.0,43.27,59.23,71.15,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
894,2015,94708,1760,2170,2970,3560,33.85,41.73,57.12,68.46,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
895,2015,94709,1330,1640,2250,2690,25.58,31.54,43.27,51.73,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
896,2015,94710,1090,1350,1850,2220,20.96,25.96,35.58,42.69,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
897,2015,94720,960,1180,1620,1940,18.46,22.69,31.15,37.31,Berkeley,Alameda County,Alameda,532.0,89.0,17%,442.0,29.0,7%,584.0,2.0,0%,1401.0,817.0,58%,2959.0,937.0,32%
898,2015,94801,1000,1240,1700,2040,19.23,23.85,32.69,39.23,Richmond,Contra Costa County,,,,,,,,,,,,,,,,
899,2015,94803,1250,1540,2110,2530,24.04,29.62,40.58,48.65,El Sobrante,Contra Costa County,,,,,,,,,,,,,,,,
900,2015,94804,1150,1420,1940,2330,22.12,27.31,37.31,44.81,Richmond,Contra Costa County,,,,,,,,,,,,,,,,
901,2015,94805,1280,1580,2160,2590,24.62,30.38,41.54,49.81,Richmond,Contra Costa County,,,,,,,,,,,,,,,,
902,2015,94806,1130,1400,1920,2300,21.73,26.92,36.92,44.23,San Pablo,Contra Costa County,,,,,,,,,,,,,,,,
903,2015,94901,1310,1620,2220,2660,25.19,31.15,42.69,51.15,San Rafael,Marin County,,,,,,,,,,,,,,,,
904,2015,94903,1680,2080,2850,3420,32.31,40.0,54.81,65.77,San Rafael,Marin County,,,,,,,,,,,,,,,,
905,2015,94904,1510,1860,2550,3050,29.04,35.77,49.04,58.65,Greenbrae,Marin County,,,,,,,,,,,,,,,,
906,2015,94920,1530,1890,2590,3100,29.42,36.35,49.81,59.62,Belvedere Tiburon,Marin County,,,,,,,,,,,,,,,,
907,2015,94925,1750,2160,2960,3550,33.65,41.54,56.92,68.27,Corte Madera,Marin County,,,,,,,,,,,,,,,,
908,2015,94930,1610,1990,2730,3270,30.96,38.27,52.5,62.88,Fairfax,Marin County,,,,,,,,,,,,,,,,
909,2015,94933,1800,2220,3040,3650,34.62,42.69,58.46,70.19,Forest Knolls,Marin County,,,,,,,,,,,,,,,,
910,2015,94938,1380,1700,2330,2790,26.54,32.69,44.81,53.65,Lagunitas,Marin County,,,,,,,,,,,,,,,,
911,2015,94939,1500,1850,2530,3040,28.85,35.58,48.65,58.46,Larkspur,Marin County,,,,,,,,,,,,,,,,
912,2015,94941,1670,2060,2820,3380,32.12,39.62,54.23,65.0,Mill Valley,Marin County,,,,,,,,,,,,,,,,
913,2015,94945,1340,1660,2270,2730,25.77,31.92,43.65,52.5,Novato,Marin County,,,,,,,,,,,,,,,,
914,2015,94946,1300,1610,2200,2640,25.0,30.96,42.31,50.77,Nicasio,Marin County,,,,,,,,,,,,,,,,
915,2015,94947,1640,2030,2780,3330,31.54,39.04,53.46,64.04,Novato,Marin County,,,,,,,,,,,,,,,,
916,2015,94949,1460,1800,2460,2960,28.08,34.62,47.31,56.92,Novato,Marin County,,,,,,,,,,,,,,,,
917,2015,94954,1210,1590,2340,2750,23.27,30.58,45.0,52.88,Petaluma,Sonoma County,,,,,,,,,,,,,,,,
918,2015,94960,1420,1750,2400,2870,27.31,33.65,46.15,55.19,San Anselmo,Marin County,,,,,,,,,,,,,,,,
919,2015,94963,1530,1890,2590,3100,29.42,36.35,49.81,59.62,San Geronimo,Marin County,,,,,,,,,,,,,,,,
920,2015,94964,1530,1890,2590,3100,29.42,36.35,49.81,59.62,San Quentin,Marin County,,,,,,,,,,,,,,,,
921,2015,94965,1850,2290,3140,3760,35.58,44.04,60.38,72.31,Sausalito,Marin County,,,,,,,,,,,,,,,,
922,2015,94970,1530,1890,2590,3100,29.42,36.35,49.81,59.62,Stinson Beach,Marin County,,,,,,,,,,,,,,,,
923,2015,94973,1530,1890,2590,3100,29.42,36.35,49.81,59.62,Woodacre,Marin County,,,,,,,,,,,,,,,,
924,2015,95002,1290,1650,2330,2840,24.81,31.73,44.81,54.62,Alviso,Santa Clara County,,,,,,,,,,,,,,,,
925,2015,95035,1620,2070,2920,3560,31.15,39.81,56.15,68.46,Milpitas,Santa Clara County,Santa Clara,1004.0,10.0,1%,570.0,0.0,0%,565.0,0.0,0%,1151.0,82.0,7%,3290.0,92.0,3%
926,2015,95134,1760,2250,3170,3870,33.85,43.27,60.96,74.42,San Jose,Santa Clara County,Santa Clara,9233.0,452.0,5%,5428.0,122.0,2%,6188.0,285.0,5%,14231.0,6345.0,45%,35080.0,7204.0,21%
927,2015,95140,1420,1810,2550,3120,27.31,34.81,49.04,60.0,Mount Hamilton,Santa Clara County,,,,,,,,,,,,,,,,
928,2015,95476,1130,1510,2150,2120,21.73,29.04,41.35,40.77,Sonoma,Sonoma County,,,,,,,,,,,,,,,,
929,2015,95620,1030,1290,1900,2260,19.81,24.81,36.54,43.46,Dixon,Solano County,,,,,,,,,,,,,,,,
930,2016,94002,1530,1880,2520,2920,29.42,36.15,48.46,56.15,Belmont,San Mateo County,San Mateo,116.0,0.0,0%,63.0,0.0,0%,67.0,4.0,6%,222.0,118.0,53%,468.0,122.0,26%
931,2016,94005,1370,1680,2250,2610,26.35,32.31,43.27,50.19,Brisbane,San Mateo County,San Mateo,25.0,0.0,0%,13.0,0.0,0%,15.0,7.0,47%,30.0,10.0,33%,83.0,17.0,20%
932,2016,94010,1480,1810,2430,2810,28.46,34.81,46.73,54.04,Burlingame,San Mateo County,San Mateo,276.0,0.0,0%,144.0,0.0,0%,155.0,0.0,0%,288.0,164.0,57%,863.0,164.0,19%
933,2016,94014,1430,1750,2350,2720,27.5,33.65,45.19,52.31,Daly City,San Mateo County,San Mateo,400.0,21.0,5%,188.0,207.0,110%,221.0,43.0,19%,541.0,192.0,35%,1350.0,463.0,34%
934,2016,94015,1560,1910,2560,2970,30.0,36.73,49.23,57.12,Daly City,San Mateo County,San Mateo,400.0,21.0,5%,188.0,207.0,110%,221.0,43.0,19%,541.0,192.0,35%,1350.0,463.0,34%
935,2016,94019,1520,1870,2510,2910,29.23,35.96,48.27,55.96,Half Moon Bay,San Mateo County,San Mateo,52.0,0.0,0%,31.0,0.0,0%,36.0,11.0,31%,121.0,14.0,12%,240.0,25.0,10%
936,2016,94022,2370,2960,4090,4600,45.58,56.92,78.65,88.46,Los Altos,Santa Clara County,Santa Clara,169.0,1.0,1%,99.0,1.0,1%,112.0,0.0,0%,97.0,101.0,104%,477.0,103.0,22%
937,2016,94024,2000,2490,3440,3870,38.46,47.88,66.15,74.42,Los Altos,Santa Clara County,Santa Clara,169.0,1.0,1%,99.0,1.0,1%,112.0,0.0,0%,97.0,101.0,104%,477.0,103.0,22%
938,2016,94025,1790,2190,2940,3400,34.42,42.12,56.54,65.38,Menlo Park,San Mateo County,San Mateo,233.0,80.0,34%,129.0,28.0,22%,143.0,1.0,1%,150.0,740.0,493%,655.0,849.0,130%
939,2016,94027,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Atherton,San Mateo County,San Mateo,35.0,15.0,43%,26.0,9.0,35%,29.0,5.0,17%,3.0,10.0,333%,93.0,39.0,42%
940,2016,94028,1390,1710,2290,2660,26.73,32.88,44.04,51.15,Portola Valley,San Mateo County,San Mateo,21.0,17.0,81%,15.0,2.0,13%,15.0,5.0,33%,13.0,23.0,177%,64.0,47.0,73%
941,2016,94030,1630,2000,2680,3110,31.35,38.46,51.54,59.81,Millbrae,San Mateo County,San Mateo,193.0,0.0,0%,101.0,0.0,0%,112.0,0.0,0%,257.0,0.0,0%,663.0,0.0,0%
942,2016,94035,1590,1980,2740,3080,30.58,38.08,52.69,59.23,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
943,2016,94038,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Moss Beach,San Mateo County,,,,,,,,,,,,,,,,
944,2016,94040,1560,1950,2700,3030,30.0,37.5,51.92,58.27,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
945,2016,94043,1570,1960,2710,3050,30.19,37.69,52.12,58.65,Mountain View,Santa Clara County,Santa Clara,814.0,120.0,15%,492.0,135.0,27%,527.0,0.0,0%,1093.0,2004.0,183%,2926.0,2259.0,77%
946,2016,94044,1700,2080,2790,3230,32.69,40.0,53.65,62.12,Pacifica,San Mateo County,San Mateo,121.0,0.0,0%,68.0,0.0,0%,70.0,6.0,9%,154.0,24.0,16%,413.0,30.0,7%
947,2016,94061,1530,1880,2520,2920,29.42,36.15,48.46,56.15,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
948,2016,94062,1370,1680,2250,2610,26.35,32.31,43.27,50.19,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
949,2016,94063,1270,1560,2090,2420,24.42,30.0,40.19,46.54,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
950,2016,94065,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Redwood City,San Mateo County,San Mateo,706.0,7.0,1%,429.0,55.0,13%,502.0,0.0,0%,1152.0,829.0,72%,2789.0,891.0,32%
951,2016,94066,1590,1950,2610,3030,30.58,37.5,50.19,58.27,San Bruno,San Mateo County,San Mateo,358.0,0.0,0%,161.0,17.0,11%,205.0,42.0,20%,431.0,51.0,12%,1155.0,110.0,10%
952,2016,94070,1530,1880,2520,2920,29.42,36.15,48.46,56.15,San Carlos,San Mateo County,San Mateo,195.0,5.0,3%,107.0,11.0,10%,111.0,9.0,8%,183.0,399.0,218%,596.0,424.0,71%
953,2016,94080,1490,1830,2450,2840,28.65,35.19,47.12,54.62,South San Francisco,San Mateo County,San Mateo,565.0,80.0,14%,281.0,4.0,1%,313.0,28.0,9%,705.0,413.0,59%,1864.0,525.0,28%
954,2016,94085,1650,2060,2850,3200,31.73,39.62,54.81,61.54,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
955,2016,94086,1530,1910,2640,2970,29.42,36.73,50.77,57.12,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
956,2016,94087,1540,1920,2650,2980,29.62,36.92,50.96,57.31,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
957,2016,94089,1750,2180,3010,3390,33.65,41.92,57.88,65.19,Sunnyvale,Santa Clara County,Santa Clara,1640.0,89.0,5%,906.0,20.0,2%,932.0,83.0,9%,1974.0,1380.0,70%,5452.0,1572.0,29%
958,2016,94102,1030,1260,1690,1960,19.81,24.23,32.5,37.69,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
959,2016,94103,1210,1480,1980,2300,23.27,28.46,38.08,44.23,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
960,2016,94104,1580,1940,2600,3010,30.38,37.31,50.0,57.88,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
961,2016,94105,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
962,2016,94107,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
963,2016,94108,1160,1420,1900,2210,22.31,27.31,36.54,42.5,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
964,2016,94109,1390,1700,2280,2640,26.73,32.69,43.85,50.77,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
965,2016,94110,1470,1800,2410,2800,28.27,34.62,46.35,53.85,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
966,2016,94111,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
967,2016,94112,1380,1690,2260,2630,26.54,32.5,43.46,50.58,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
968,2016,94114,1770,2170,2910,3370,34.04,41.73,55.96,64.81,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
969,2016,94115,1600,1960,2630,3050,30.77,37.69,50.58,58.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
970,2016,94116,1700,2080,2790,3230,32.69,40.0,53.65,62.12,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
971,2016,94117,1700,2090,2800,3250,32.69,40.19,53.85,62.5,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
972,2016,94118,1570,1920,2570,2980,30.19,36.92,49.42,57.31,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
973,2016,94121,1510,1850,2480,2870,29.04,35.58,47.69,55.19,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
974,2016,94122,1610,1970,2640,3060,30.96,37.88,50.77,58.85,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
975,2016,94123,1790,2200,2950,3420,34.42,42.31,56.73,65.77,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
976,2016,94124,1130,1390,1860,2160,21.73,26.73,35.77,41.54,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
977,2016,94127,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
978,2016,94128,1590,1950,2610,3030,30.58,37.5,50.19,58.27,San Francisco,San Mateo County,,,,,,,,,,,,,,,,
979,2016,94129,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
980,2016,94130,1840,2260,3030,3510,35.38,43.46,58.27,67.5,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
981,2016,94131,1690,2070,2770,3220,32.5,39.81,53.27,61.92,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
982,2016,94132,1750,2150,2880,3340,33.65,41.35,55.38,64.23,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
983,2016,94133,1520,1860,2490,2890,29.23,35.77,47.88,55.58,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
984,2016,94134,1280,1570,2100,2440,24.62,30.19,40.38,46.92,San Francisco,San Francisco County,,,,,,,,,,,,,,,,
985,2016,94301,1850,2310,3190,3590,35.58,44.42,61.35,69.04,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
986,2016,94303,1470,1800,2410,2800,28.27,34.62,46.35,53.85,Palo Alto,San Mateo County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
987,2016,94304,2370,2960,4090,4600,45.58,56.92,78.65,88.46,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
988,2016,94305,1360,1690,2340,2630,26.15,32.5,45.0,50.58,Stanford,Santa Clara County,,,,,,,,,,,,,,,,
989,2016,94306,1770,2200,3040,3420,34.04,42.31,58.46,65.77,Palo Alto,Santa Clara County,Santa Clara,691.0,20.0,3%,432.0,58.0,13%,278.0,38.0,14%,587.0,229.0,39%,1988.0,345.0,17%
990,2016,94401,1500,1840,2470,2860,28.85,35.38,47.5,55.0,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
991,2016,94402,1550,1900,2550,2950,29.81,36.54,49.04,56.73,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
992,2016,94403,1740,2140,2870,3320,33.46,41.15,55.19,63.85,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
993,2016,94404,2140,2630,3520,4090,41.15,50.58,67.69,78.65,San Mateo,San Mateo County,San Mateo,859.0,37.0,4%,469.0,23.0,5%,530.0,27.0,5%,1242.0,941.0,76%,3100.0,1028.0,33%
994,2016,94501,1320,1620,2170,2520,25.38,31.15,41.73,48.46,Alameda,Alameda County,Alameda,444.0,51.0,11%,248.0,33.0,13%,283.0,21.0,7%,748.0,194.0,26%,1723.0,299.0,17%
995,2016,94502,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Alameda,Alameda County,Alameda,444.0,51.0,11%,248.0,33.0,13%,283.0,21.0,7%,748.0,194.0,26%,1723.0,299.0,17%
996,2016,94503,1430,1880,2690,2970,27.5,36.15,51.73,57.12,American Canyon,Napa County,,,,,,,,,,,,,,,,
997,2016,94506,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Danville,Contra Costa County,,,,,,,,,,,,,,,,
998,2016,94507,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Alamo,Contra Costa County,,,,,,,,,,,,,,,,
999,2016,94509,1200,1470,1970,2280,23.08,28.27,37.88,43.85,Antioch,Contra Costa County,,,,,,,,,,,,,,,,
1000,2016,94510,1080,1350,1970,2360,20.77,25.96,37.88,45.38,Benicia,Solano County,,,,,,,,,,,,,,,,
1001,2016,94512,1020,1280,1870,2230,19.62,24.62,35.96,42.88,Birds Landing,Solano County,,,,,,,,,,,,,,,,
1002,2016,94513,1830,2240,3000,3480,35.19,43.08,57.69,66.92,Brentwood,Contra Costa County,,,,,,,,,,,,,,,,
1003,2016,94514,1390,1710,2290,2660,26.73,32.88,44.04,51.15,Byron,Contra Costa County,,,,,,,,,,,,,,,,
1004,2016,94517,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Clayton,Contra Costa County,,,,,,,,,,,,,,,,
1005,2016,94518,1350,1660,2220,2580,25.96,31.92,42.69,49.62,Concord,Contra Costa County,,,,,,,,,,,,,,,,
1006,2016,94519,1410,1730,2320,2690,27.12,33.27,44.62,51.73,Concord,Contra Costa County,,,,,,,,,,,,,,,,
1007,2016,94520,1150,1410,1890,2190,22.12,27.12,36.35,42.12,Concord,Contra Costa County,,,,,,,,,,,,,,,,
1008,2016,94521,1400,1720,2310,2670,26.92,33.08,44.42,51.35,Concord,Contra Costa County,,,,,,,,,,,,,,,,
1009,2016,94523,1470,1800,2410,2800,28.27,34.62,46.35,53.85,Pleasant Hill,Contra Costa County,,,,,,,,,,,,,,,,
1010,2016,94525,970,1190,1590,1850,18.65,22.88,30.58,35.58,Crockett,Contra Costa County,,,,,,,,,,,,,,,,
1011,2016,94526,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Danville,Contra Costa County,,,,,,,,,,,,,,,,
1012,2016,94528,1370,1680,2250,2610,26.35,32.31,43.27,50.19,Diablo,Contra Costa County,,,,,,,,,,,,,,,,
1013,2016,94530,1400,1720,2310,2670,26.92,33.08,44.42,51.35,El Cerrito,Contra Costa County,,,,,,,,,,,,,,,,
1014,2016,94531,2140,2630,3520,4090,41.15,50.58,67.69,78.65,Antioch,Contra Costa County,,,,,,,,,,,,,,,,
1015,2016,94533,930,1160,1690,2030,17.88,22.31,32.5,39.04,Fairfield,Solano County,,,,,,,,,,,,,,,,
1016,2016,94535,1440,1810,2640,3160,27.69,34.81,50.77,60.77,Travis Afb,Solano County,,,,,,,,,,,,,,,,
